order_details_id,order_code,hotel_id,hotel_name,room_id,room_name,type_room_id,price_room,hotel_fee,created_at,updated_at
64,MYHOTEL7770,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:02:57,nan
65,MYHOTEL7770,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:05:01,nan
66,MYHOTEL7770,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:06:09,nan
67,MYHOTEL7770,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:06:27,nan
68,MYHOTEL6507,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:06:40,nan
69,MYHOTEL2476,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:07:30,nan
70,MYHOTEL8600,10,Le Sands Oceanfront,29,"Premier Oceanfront Twin, Trực Diện Biển, Tầng cao, Ban Công",79,3055064.0,0.0,2024-11-12 16:50:59,nan
71,MYHOTEL9028,21,Risemount Premier Resort,62,Superior Twin Room,161,2114100.0,0.0,2024-11-12 17:27:02,nan
72,MYHOTEL2877,21,Risemount Premier Resort,62,Superior Twin Room,161,1057050.0,0.0,2024-11-12 17:28:31,nan
73,MYHOTEL4520,21,Risemount Premier Resort,62,Superior Twin Room,161,1057050.0,0.0,2024-11-12 17:29:15,nan
74,MYHOTEL7770,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-12 17:31:36,nan
75,MYHOTEL9454,21,Risemount Premier Resort,62,Superior Twin Room,161,1057050.0,0.0,2024-11-12 17:33:17,nan
76,MYHOTEL9331,4,Sheraton Grand Resort,9,Phòng Deluxe King,17,1484100.0,168300.0,2024-11-13 00:52:18,nan
77,MYHOTEL2397,10,Le Sands Oceanfront,27,"Deluxe Ocean Twin, Ban Công, Hướng Biển",75,4084080.0,0.0,2024-11-14 17:41:24,nan
78,MYHOTEL3769,21,Risemount Premier Resort,60,Superior King Room,156,3563560.0,0.0,2024-11-14 17:42:50,nan
79,MYHOTEL2319,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2830500.0,280500.0,2024-11-14 18:21:55,nan
80,MYHOTEL3100,4,Sheraton Grand Resort,9,Phòng Deluxe King,18,1652398.3476,178199.8218,2024-11-15 04:25:43,nan
100,MYHOTEL1621,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,200000.0,2024-08-06 17:00:00,nan
101,MYHOTEL9921,21,Risemount Premier Resort,60,Superior King Room,156,2200000.0,100000.0,2024-08-05 17:00:00,nan
102,MYHOTEL7627,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,1,1400000.0,200000.0,2024-10-22 17:00:00,nan
103,MYHOTEL4203,5,The Nalod,12,Phòng Deluxe King,27,1500000.0,150000.0,2024-10-21 17:00:00,nan
104,MYHOTEL9634,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,1,1400000.0,100000.0,2024-08-18 17:00:00,nan
105,MYHOTEL3617,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,150000.0,2024-04-05 17:00:00,nan
106,MYHOTEL9636,5,The Nalod,12,Phòng Deluxe King,27,1500000.0,150000.0,2024-10-30 17:00:00,nan
107,MYHOTEL1531,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,150000.0,2024-09-18 17:00:00,nan
108,MYHOTEL5045,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,100000.0,2024-03-10 17:00:00,nan
109,MYHOTEL7938,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,200000.0,2024-07-01 17:00:00,nan
110,MYHOTEL3700,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-07-28 17:00:00,nan
111,MYHOTEL3620,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,1500000.0,100000.0,2024-03-04 17:00:00,nan
112,MYHOTEL6537,21,Risemount Premier Resort,62,Superior Twin Room,161,1500000.0,100000.0,2024-02-18 17:00:00,nan
113,MYHOTEL7913,4,Sheraton Grand Resort,9,Phòng Deluxe King,17,1530000.0,200000.0,2024-04-25 17:00:00,nan
114,MYHOTEL9583,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,4,1500000.0,200000.0,2024-02-02 17:00:00,nan
115,MYHOTEL6829,21,Risemount Premier Resort,62,Superior Twin Room,161,1500000.0,200000.0,2024-05-14 17:00:00,nan
116,MYHOTEL8126,6,Khách sạn Grand Tourane,15,Superior City View Twin,45,1700000.0,150000.0,2024-10-31 17:00:00,nan
117,MYHOTEL7061,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,200000.0,2024-07-24 17:00:00,nan
118,MYHOTEL8821,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,150000.0,2024-04-02 17:00:00,nan
119,MYHOTEL5593,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,200000.0,2024-03-22 17:00:00,nan
120,MYHOTEL1222,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,150000.0,2024-05-18 17:00:00,nan
121,MYHOTEL1795,19,The Blossom Resort Island,54,Superior King Room,140,2200000.0,100000.0,2024-04-05 17:00:00,nan
122,MYHOTEL4356,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,1,1400000.0,150000.0,2024-01-20 17:00:00,nan
123,MYHOTEL7342,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-04-27 17:00:00,nan
124,MYHOTEL3528,3,Mường Thanh Luxury,3,Phòng Deluxe King,2,1500000.0,150000.0,2024-05-21 17:00:00,nan
125,MYHOTEL6339,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,100000.0,2024-10-27 17:00:00,nan
126,MYHOTEL5599,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,100000.0,2024-01-25 17:00:00,nan
127,MYHOTEL6942,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,3,1500000.0,100000.0,2024-02-05 17:00:00,nan
128,MYHOTEL2887,7,Khách Sạn Radisson,18,Deluxe Twin Room,73,1700000.0,200000.0,2024-10-19 17:00:00,nan
129,MYHOTEL5218,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,150000.0,2024-08-15 17:00:00,nan
130,MYHOTEL4185,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,200000.0,2024-08-23 17:00:00,nan
131,MYHOTEL1766,4,Sheraton Grand Resort,9,Phòng Deluxe King,17,1530000.0,150000.0,2024-05-13 17:00:00,nan
132,MYHOTEL1060,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,3,1500000.0,150000.0,2024-08-26 17:00:00,nan
133,MYHOTEL5598,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,100000.0,2024-05-18 17:00:00,nan
134,MYHOTEL4495,4,Sheraton Grand Resort,9,Phòng Deluxe King,17,1530000.0,200000.0,2024-07-07 17:00:00,nan
135,MYHOTEL3053,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,200000.0,2024-07-28 17:00:00,nan
136,MYHOTEL3128,7,Khách Sạn Radisson,19,Deluxe Double City View,72,3500000.0,100000.0,2024-09-11 17:00:00,nan
137,MYHOTEL8853,21,Risemount Premier Resort,60,Superior King Room,156,2200000.0,100000.0,2024-02-20 17:00:00,nan
138,MYHOTEL4084,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,200000.0,2024-02-22 17:00:00,nan
139,MYHOTEL6976,15,Four Points by Sheraton,42,Superior King Ocean View,109,1700000.0,150000.0,2024-11-16 17:00:00,nan
140,MYHOTEL3095,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,200000.0,2024-02-06 17:00:00,nan
141,MYHOTEL3046,6,Khách sạn Grand Tourane,15,Superior City View Twin,45,1700000.0,150000.0,2024-06-03 17:00:00,nan
142,MYHOTEL4785,20,Khách Sạn Eden Ocean View,57,Classic Double,148,1400000.0,200000.0,2024-08-27 17:00:00,nan
143,MYHOTEL6352,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-01-27 17:00:00,nan
144,MYHOTEL5686,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,3400000.0,150000.0,2024-04-23 17:00:00,nan
145,MYHOTEL4004,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-10-06 17:00:00,nan
146,MYHOTEL8070,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,100000.0,2024-09-05 17:00:00,nan
147,MYHOTEL5523,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,100000.0,2024-02-15 17:00:00,nan
148,MYHOTEL2451,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,150000.0,2024-04-07 17:00:00,nan
149,MYHOTEL1762,14,Khách Sạn FIVITEL Queen,39,Superior Double city View,100,1400000.0,0.0,2024-05-18 17:00:00,nan
150,MYHOTEL7521,15,Four Points by Sheraton,42,Superior King Ocean View,109,1700000.0,100000.0,2024-10-12 17:00:00,nan
151,MYHOTEL2313,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,4,1500000.0,100000.0,2024-03-08 17:00:00,nan
152,MYHOTEL4177,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,4280000.0,100000.0,2024-09-08 17:00:00,nan
153,MYHOTEL8043,6,Khách sạn Grand Tourane,15,Superior City View Twin,43,1200000.0,150000.0,2024-10-05 17:00:00,nan
154,MYHOTEL1147,19,The Blossom Resort Island,56,Deluxe King with Street View,146,1700000.0,100000.0,2024-05-31 17:00:00,nan
155,MYHOTEL6414,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,150000.0,2024-01-01 17:00:00,nan
156,MYHOTEL8428,7,Khách Sạn Radisson,19,Deluxe Double City View,72,3500000.0,100000.0,2024-01-25 17:00:00,nan
157,MYHOTEL2735,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,150000.0,2024-03-20 17:00:00,nan
158,MYHOTEL9054,13,Khách Sạn Bình Dương,36,Superior Double Or Twin,95,4700000.0,0.0,2024-02-24 17:00:00,nan
159,MYHOTEL5219,8,Khách Sạn Greenery,21,Superior Twin,53,1700000.0,100000.0,2024-10-05 17:00:00,nan
160,MYHOTEL5040,15,Four Points by Sheraton,42,Superior King Ocean View,109,1700000.0,100000.0,2024-09-04 17:00:00,nan
161,MYHOTEL2436,19,The Blossom Resort Island,54,Superior King Room,140,2200000.0,150000.0,2024-04-07 17:00:00,nan
162,MYHOTEL5269,13,Khách Sạn Bình Dương,36,Superior Double Or Twin,95,4700000.0,0.0,2024-08-21 17:00:00,nan
163,MYHOTEL2061,6,Khách sạn Grand Tourane,15,Superior City View Twin,43,1200000.0,100000.0,2024-02-01 17:00:00,nan
164,MYHOTEL4183,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,200000.0,2024-08-02 17:00:00,nan
165,MYHOTEL1080,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,100000.0,2024-08-02 17:00:00,nan
166,MYHOTEL9818,8,Khách Sạn Greenery,21,Superior Twin,53,1700000.0,100000.0,2024-04-05 17:00:00,nan
167,MYHOTEL2303,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,4280000.0,200000.0,2024-01-16 17:00:00,nan
168,MYHOTEL9884,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,150000.0,2024-01-05 17:00:00,nan
169,MYHOTEL7386,19,The Blossom Resort Island,56,Deluxe King with Street View,146,1700000.0,100000.0,2024-04-29 17:00:00,nan
170,MYHOTEL6661,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,3400000.0,150000.0,2024-03-18 17:00:00,nan
171,MYHOTEL3807,20,Khách Sạn Eden Ocean View,59,Premium Sea Side Twin,154,1305636.0,200000.0,2024-07-23 17:00:00,nan
172,MYHOTEL9882,14,Khách Sạn FIVITEL Queen,39,Superior Double city View,100,1400000.0,0.0,2024-08-26 17:00:00,nan
173,MYHOTEL2996,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,4280000.0,200000.0,2024-03-30 17:00:00,nan
174,MYHOTEL5418,13,Khách Sạn Bình Dương,36,Superior Double Or Twin,95,4700000.0,0.0,2024-03-18 17:00:00,nan
175,MYHOTEL8878,14,Khách Sạn FIVITEL Queen,39,Superior Double city View,100,1400000.0,0.0,2024-08-13 17:00:00,nan
176,MYHOTEL6435,19,The Blossom Resort Island,54,Superior King Room,140,2200000.0,150000.0,2024-05-25 17:00:00,nan
177,MYHOTEL7183,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,150000.0,2024-04-30 17:00:00,nan
178,MYHOTEL5435,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,200000.0,2024-05-05 17:00:00,nan
179,MYHOTEL6831,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-01-24 17:00:00,nan
180,MYHOTEL7381,8,Khách Sạn Greenery,21,Superior Twin,53,1700000.0,100000.0,2024-07-20 17:00:00,nan
181,MYHOTEL4240,8,Khách Sạn Greenery,21,Superior Twin,53,1700000.0,150000.0,2024-09-06 17:00:00,nan
182,MYHOTEL4710,13,Khách Sạn Bình Dương,36,Superior Double Or Twin,95,4700000.0,0.0,2024-10-21 17:00:00,nan
183,MYHOTEL1051,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,200000.0,2024-02-15 17:00:00,nan
184,MYHOTEL9646,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-10-28 17:00:00,nan
185,MYHOTEL5891,19,The Blossom Resort Island,54,Superior King Room,140,2200000.0,200000.0,2024-06-04 17:00:00,nan
186,MYHOTEL2483,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-09-30 17:00:00,nan
187,MYHOTEL8163,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,100000.0,2024-03-14 17:00:00,nan
188,MYHOTEL3885,20,Khách Sạn Eden Ocean View,57,Classic Double,148,1400000.0,150000.0,2024-10-09 17:00:00,nan
189,MYHOTEL6507,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,1500000.0,100000.0,2024-05-23 17:00:00,nan
190,MYHOTEL8754,13,Khách Sạn Bình Dương,36,Superior Double Or Twin,95,4700000.0,0.0,2024-10-20 17:00:00,nan
191,MYHOTEL9657,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,1,1400000.0,150000.0,2024-07-19 17:00:00,nan
192,MYHOTEL5151,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-09-06 17:00:00,nan
193,MYHOTEL4760,15,Four Points by Sheraton,42,Superior King Ocean View,109,1700000.0,200000.0,2024-05-22 17:00:00,nan
194,MYHOTEL6743,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,3400000.0,150000.0,2024-07-20 17:00:00,nan
195,MYHOTEL9097,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,40,1700000.0,150000.0,2024-02-12 17:00:00,nan
196,MYHOTEL8704,14,Khách Sạn FIVITEL Queen,39,Superior Double city View,100,1400000.0,0.0,2024-04-05 17:00:00,nan
197,MYHOTEL1390,7,Khách Sạn Radisson,18,Deluxe Twin Room,73,1700000.0,200000.0,2024-09-19 17:00:00,nan
198,MYHOTEL7304,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,150000.0,2024-01-10 17:00:00,nan
199,MYHOTEL2370,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,4,1500000.0,100000.0,2024-05-03 17:00:00,nan
200,MYHOTEL7400,6,Khách sạn Grand Tourane,15,Superior City View Twin,43,1200000.0,200000.0,2024-10-02 17:00:00,nan
201,MYHOTEL9360,6,Khách sạn Grand Tourane,15,Superior City View Twin,45,1700000.0,150000.0,2024-04-09 17:00:00,nan
202,MYHOTEL5219,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,1500000.0,150000.0,2024-08-08 17:00:00,nan
203,MYHOTEL8628,7,Khách Sạn Radisson,19,Deluxe Double City View,72,3500000.0,100000.0,2024-04-08 17:00:00,nan
204,MYHOTEL2007,15,Four Points by Sheraton,42,Superior King Ocean View,109,1700000.0,100000.0,2024-06-16 17:00:00,nan
205,MYHOTEL1008,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,200000.0,2024-01-05 17:00:00,nan
206,MYHOTEL5813,5,The Nalod,12,Phòng Deluxe King,27,1500000.0,100000.0,2024-04-07 17:00:00,nan
207,MYHOTEL5022,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,150000.0,2024-08-02 17:00:00,nan
208,MYHOTEL1941,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,1,1400000.0,150000.0,2024-10-28 17:00:00,nan
209,MYHOTEL6270,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,200000.0,2024-10-08 17:00:00,nan
210,MYHOTEL5098,7,Khách Sạn Radisson,18,Deluxe Twin Room,73,1700000.0,200000.0,2024-07-31 17:00:00,nan
211,MYHOTEL9938,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,200000.0,2024-09-19 17:00:00,nan
212,MYHOTEL1690,15,Four Points by Sheraton,42,Superior King Ocean View,109,1700000.0,150000.0,2024-09-19 17:00:00,nan
213,MYHOTEL7943,5,The Nalod,12,Phòng Deluxe King,26,800000.0,150000.0,2024-07-19 17:00:00,nan
214,MYHOTEL1201,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,1500000.0,150000.0,2024-07-25 17:00:00,nan
215,MYHOTEL4761,5,The Nalod,12,Phòng Deluxe King,26,800000.0,150000.0,2024-04-28 17:00:00,nan
216,MYHOTEL2290,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,200000.0,2024-10-22 17:00:00,nan
217,MYHOTEL4215,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,200000.0,2024-10-16 17:00:00,nan
218,MYHOTEL3149,13,Khách Sạn Bình Dương,36,Superior Double Or Twin,95,4700000.0,0.0,2024-03-25 17:00:00,nan
219,MYHOTEL6817,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-02-25 17:00:00,nan
220,MYHOTEL1555,14,Khách Sạn FIVITEL Queen,39,Superior Double city View,100,1400000.0,0.0,2024-01-12 17:00:00,nan
221,MYHOTEL5560,13,Khách Sạn Bình Dương,36,Superior Double Or Twin,95,4700000.0,0.0,2024-03-05 17:00:00,nan
222,MYHOTEL1099,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,100000.0,2024-04-26 17:00:00,nan
223,MYHOTEL6083,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,4280000.0,200000.0,2024-10-01 17:00:00,nan
224,MYHOTEL2936,13,Khách Sạn Bình Dương,36,Superior Double Or Twin,95,4700000.0,0.0,2024-05-17 17:00:00,nan
225,MYHOTEL6688,19,The Blossom Resort Island,54,Superior King Room,140,2200000.0,200000.0,2024-11-01 17:00:00,nan
226,MYHOTEL5562,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,40,1700000.0,100000.0,2024-09-24 17:00:00,nan
227,MYHOTEL8821,15,Four Points by Sheraton,42,Superior King Ocean View,109,1700000.0,200000.0,2024-10-15 17:00:00,nan
228,MYHOTEL1556,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-10-01 17:00:00,nan
229,MYHOTEL6957,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,100000.0,2024-01-11 17:00:00,nan
230,MYHOTEL8213,19,The Blossom Resort Island,54,Superior King Room,140,2200000.0,150000.0,2024-08-06 17:00:00,nan
231,MYHOTEL6794,20,Khách Sạn Eden Ocean View,57,Classic Double,148,1400000.0,200000.0,2024-11-11 17:00:00,nan
232,MYHOTEL8555,19,The Blossom Resort Island,56,Deluxe King with Street View,146,1700000.0,100000.0,2024-05-22 17:00:00,nan
233,MYHOTEL9984,8,Khách Sạn Greenery,21,Superior Twin,53,1700000.0,100000.0,2024-11-02 17:00:00,nan
234,MYHOTEL4176,13,Khách Sạn Bình Dương,36,Superior Double Or Twin,95,4700000.0,0.0,2024-03-19 17:00:00,nan
235,MYHOTEL2084,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,3400000.0,200000.0,2024-09-18 17:00:00,nan
236,MYHOTEL6202,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,150000.0,2024-09-13 17:00:00,nan
237,MYHOTEL8758,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,150000.0,2024-04-07 17:00:00,nan
238,MYHOTEL8666,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,200000.0,2024-07-08 17:00:00,nan
239,MYHOTEL1505,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-05-17 17:00:00,nan
240,MYHOTEL6279,8,Khách Sạn Greenery,21,Superior Twin,53,1700000.0,200000.0,2024-06-06 17:00:00,nan
241,MYHOTEL6398,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,150000.0,2024-07-11 17:00:00,nan
242,MYHOTEL7997,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,200000.0,2024-05-26 17:00:00,nan
243,MYHOTEL7043,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,200000.0,2024-10-19 17:00:00,nan
244,MYHOTEL7392,13,Khách Sạn Bình Dương,36,Superior Double Or Twin,95,4700000.0,0.0,2024-05-12 17:00:00,nan
245,MYHOTEL4166,14,Khách Sạn FIVITEL Queen,39,Superior Double city View,100,1400000.0,0.0,2024-01-11 17:00:00,nan
246,MYHOTEL6724,10,Le Sands Oceanfront,29,Premier Oceanfront Twin,79,4280000.0,100000.0,2024-04-10 17:00:00,nan
247,MYHOTEL1924,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,150000.0,2024-07-22 17:00:00,nan
248,MYHOTEL8524,19,The Blossom Resort Island,56,Deluxe King with Street View,146,1700000.0,150000.0,2024-03-08 17:00:00,nan
249,MYHOTEL8219,14,Khách Sạn FIVITEL Queen,39,Superior Double city View,100,1400000.0,0.0,2024-10-03 17:00:00,nan
250,MYHOTEL3254,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,150000.0,2024-05-30 17:00:00,nan
251,MYHOTEL1868,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,3400000.0,100000.0,2024-10-14 17:00:00,nan
252,MYHOTEL9361,14,Khách Sạn FIVITEL Queen,39,Superior Double city View,100,1400000.0,0.0,2024-08-20 17:00:00,nan
253,MYHOTEL8846,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-01-14 17:00:00,nan
254,MYHOTEL1200,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,100000.0,2024-08-11 17:00:00,nan
255,MYHOTEL9271,19,The Blossom Resort Island,54,Superior King Room,140,2200000.0,150000.0,2024-05-25 17:00:00,nan
256,MYHOTEL1683,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,100000.0,2024-03-23 17:00:00,nan
257,MYHOTEL4540,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,100000.0,2024-03-09 17:00:00,nan
258,MYHOTEL1857,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,100000.0,2024-05-07 17:00:00,nan
259,MYHOTEL6684,19,The Blossom Resort Island,56,Deluxe King with Street View,146,1700000.0,150000.0,2024-11-02 17:00:00,nan
260,MYHOTEL7173,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-05-29 17:00:00,nan
261,MYHOTEL8265,6,Khách sạn Grand Tourane,15,Superior City View Twin,43,1200000.0,150000.0,2024-06-21 17:00:00,nan
262,MYHOTEL2249,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,150000.0,2024-10-28 17:00:00,nan
263,MYHOTEL3770,14,Khách Sạn FIVITEL Queen,39,Superior Double city View,100,1400000.0,0.0,2024-11-14 17:00:00,nan
264,MYHOTEL8749,10,Le Sands Oceanfront,27,Deluxe Ocean Twin,75,3400000.0,200000.0,2024-09-18 17:00:00,nan
265,MYHOTEL9942,15,Four Points by Sheraton,42,Superior King Ocean View,109,1700000.0,200000.0,2024-04-06 17:00:00,nan
266,MYHOTEL3761,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,100000.0,2024-03-21 17:00:00,nan
267,MYHOTEL6475,3,Mường Thanh Luxury,3,Phòng Deluxe King,2,1500000.0,200000.0,2024-03-12 17:00:00,nan
268,MYHOTEL1700,14,Khách Sạn FIVITEL Queen,39,Superior Double city View,100,1400000.0,0.0,2024-10-11 17:00:00,nan
269,MYHOTEL8145,19,The Blossom Resort Island,54,Superior King Room,140,2200000.0,100000.0,2024-05-20 17:00:00,nan
270,MYHOTEL6780,8,Khách Sạn Greenery,21,Superior Twin,53,1700000.0,200000.0,2024-06-07 17:00:00,nan
271,MYHOTEL9546,14,Khách Sạn FIVITEL Queen,39,Superior Double city View,100,1400000.0,0.0,2024-02-20 17:00:00,nan
