order_details_id,order_code,hotel_id,hotel_name,room_id,room_name,type_room_id,price_room,hotel_fee,created_at,updated_at,orderer_id,order_status,start_day,end_day,avg_location_rating,avg_service_rating,avg_price_rating,avg_sanitary_rating,avg_convenient_rating,num_reviews,overall_rating
66,MYHOTEL7770,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:06:09,nan,104.0,0.0,07-11-2024,09-11-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
66,MYHOTEL7770,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:06:09,nan,129.0,0.0,07-11-2024,09-11-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
67,MYHOTEL7770,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:06:27,nan,104.0,0.0,07-11-2024,09-11-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
67,MYHOTEL7770,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:06:27,nan,129.0,0.0,07-11-2024,09-11-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
68,MYHOTEL6507,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:06:40,nan,105.0,0.0,07-11-2024,09-11-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
68,MYHOTEL6507,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:06:40,nan,289.0,2.0,24-05-2024,25-05-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
69,MYHOTEL2476,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-05 16:07:30,nan,106.0,0.0,07-11-2024,09-11-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
70,MYHOTEL8600,10,Le Sands Oceanfront,29,Premier Oceanfront Twin Trực Diện Biển Tầng cao Ban Công,79,3055064.0,0.0,2024-11-12 16:50:59,nan,125.0,-2.0,15-11-2024,16-11-2024,3.7687074829931975,3.891156462585034,2.993197278911565,3.8843537414965987,3.8639455782312924,147,3.6802721088435377
70,MYHOTEL8600,10,Le Sands Oceanfront,29,Premier Oceanfront Twin Trực Diện Biển Tầng cao Ban Công,79,3055064.0,0.0,2024-11-12 16:50:59,nan,1106.0,2.0,12-04-2024,15-04-2024,3.7687074829931975,3.891156462585034,2.993197278911565,3.8843537414965987,3.8639455782312924,147,3.6802721088435377
71,MYHOTEL9028,21,Risemount Premier Resort,62,Superior Twin Room,161,2114100.0,0.0,2024-11-12 17:27:02,nan,126.0,0.0,13-11-2024,15-11-2024,4.654135338345864,4.548872180451128,3.9022556390977443,4.466165413533835,4.571428571428571,133,4.428571428571428
72,MYHOTEL2877,21,Risemount Premier Resort,62,Superior Twin Room,161,1057050.0,0.0,2024-11-12 17:28:31,nan,127.0,-2.0,19-11-2024,20-11-2024,4.654135338345864,4.548872180451128,3.9022556390977443,4.466165413533835,4.571428571428571,133,4.428571428571428
73,MYHOTEL4520,21,Risemount Premier Resort,62,Superior Twin Room,161,1057050.0,0.0,2024-11-12 17:29:15,nan,128.0,-2.0,19-11-2024,20-11-2024,4.654135338345864,4.548872180451128,3.9022556390977443,4.466165413533835,4.571428571428571,133,4.428571428571428
74,MYHOTEL7770,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-12 17:31:36,nan,104.0,0.0,07-11-2024,09-11-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
74,MYHOTEL7770,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2601000.0,280500.0,2024-11-12 17:31:36,nan,129.0,0.0,07-11-2024,09-11-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
75,MYHOTEL9454,21,Risemount Premier Resort,62,Superior Twin Room,161,1057050.0,0.0,2024-11-12 17:33:17,nan,130.0,-2.0,19-11-2024,20-11-2024,4.654135338345864,4.548872180451128,3.9022556390977443,4.466165413533835,4.571428571428571,133,4.428571428571428
76,MYHOTEL9331,4,Sheraton Grand Resort,9,Phòng Deluxe King,17,1484100.0,168300.0,2024-11-13 00:52:18,nan,131.0,0.0,21-11-2024,22-11-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
77,MYHOTEL2397,10,Le Sands Oceanfront,27,Deluxe Ocean Twin Ban Công Hướng Biển,75,4084080.0,0.0,2024-11-14 17:41:24,nan,132.0,0.0,15-11-2024,17-11-2024,3.7687074829931975,3.891156462585034,2.993197278911565,3.8843537414965987,3.8639455782312924,147,3.6802721088435377
77,MYHOTEL2397,10,Le Sands Oceanfront,27,Deluxe Ocean Twin Ban Công Hướng Biển,75,4084080.0,0.0,2024-11-14 17:41:24,nan,1227.0,2.0,04-03-2024,05-03-2024,3.7687074829931975,3.891156462585034,2.993197278911565,3.8843537414965987,3.8639455782312924,147,3.6802721088435377
78,MYHOTEL3769,21,Risemount Premier Resort,60,Superior King Room,156,3563560.0,0.0,2024-11-14 17:42:50,nan,133.0,0.0,15-11-2024,17-11-2024,4.654135338345864,4.548872180451128,3.9022556390977443,4.466165413533835,4.571428571428571,133,4.428571428571428
78,MYHOTEL3769,21,Risemount Premier Resort,60,Superior King Room,156,3563560.0,0.0,2024-11-14 17:42:50,nan,2314.0,-2.0,25-11-2024,29-11-2024,4.654135338345864,4.548872180451128,3.9022556390977443,4.466165413533835,4.571428571428571,133,4.428571428571428
79,MYHOTEL2319,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,2830500.0,280500.0,2024-11-14 18:21:55,nan,134.0,0.0,15-11-2024,17-11-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
80,MYHOTEL3100,4,Sheraton Grand Resort,9,Phòng Deluxe King,18,1652398.3476,178199.8218,2024-11-15 04:25:43,nan,135.0,2.0,18-11-2024,20-11-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
80,MYHOTEL3100,4,Sheraton Grand Resort,9,Phòng Deluxe King,18,1652398.3476,178199.8218,2024-11-15 04:25:43,nan,1765.0,2.0,01-01-2024,02-01-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
100,MYHOTEL1621,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,200000.0,2024-08-06 17:00:00,nan,200.0,2.0,07-08-2024,09-08-2024,4.422680412371134,4.463917525773196,3.814432989690722,4.443298969072165,4.422680412371134,97,4.313402061855671
101,MYHOTEL9921,21,Risemount Premier Resort,60,Superior King Room,156,2200000.0,100000.0,2024-08-05 17:00:00,nan,201.0,2.0,06-08-2024,10-08-2024,4.654135338345864,4.548872180451128,3.9022556390977443,4.466165413533835,4.571428571428571,133,4.428571428571428
102,MYHOTEL7627,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,1,1400000.0,200000.0,2024-10-22 17:00:00,nan,202.0,2.0,23-10-2024,24-10-2024,4.5,4.564516129032258,3.9596774193548385,4.580645161290323,4.516129032258065,248,4.424193548387096
102,MYHOTEL7627,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,1,1400000.0,200000.0,2024-10-22 17:00:00,nan,2397.0,1.0,22-03-2024,28-03-2024,4.5,4.564516129032258,3.9596774193548385,4.580645161290323,4.516129032258065,248,4.424193548387096
103,MYHOTEL4203,5,The Nalod,12,Phòng Deluxe King,27,1500000.0,150000.0,2024-10-21 17:00:00,nan,203.0,2.0,22-10-2024,26-10-2024,4.576271186440678,4.622881355932203,4.0508474576271185,4.576271186440678,4.546610169491525,236,4.474576271186441
104,MYHOTEL9634,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,1,1400000.0,100000.0,2024-08-18 17:00:00,nan,204.0,2.0,19-08-2024,21-08-2024,4.5,4.564516129032258,3.9596774193548385,4.580645161290323,4.516129032258065,248,4.424193548387096
105,MYHOTEL3617,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,150000.0,2024-04-05 17:00:00,nan,205.0,2.0,06-04-2024,10-04-2024,4.46078431372549,4.5,3.8333333333333335,4.529411764705882,4.5,102,4.364705882352942
106,MYHOTEL9636,5,The Nalod,12,Phòng Deluxe King,27,1500000.0,150000.0,2024-10-30 17:00:00,nan,206.0,2.0,31-10-2024,05-11-2024,4.576271186440678,4.622881355932203,4.0508474576271185,4.576271186440678,4.546610169491525,236,4.474576271186441
107,MYHOTEL1531,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,150000.0,2024-09-18 17:00:00,nan,207.0,2.0,19-09-2024,21-09-2024,4.528301886792453,4.481132075471698,3.811320754716981,4.584905660377358,4.537735849056604,106,4.3886792452830194
107,MYHOTEL1531,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,150000.0,2024-09-18 17:00:00,nan,499.0,2.0,22-11-2024,27-11-2024,4.528301886792453,4.481132075471698,3.811320754716981,4.584905660377358,4.537735849056604,106,4.3886792452830194
108,MYHOTEL5045,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,100000.0,2024-03-10 17:00:00,nan,208.0,2.0,11-03-2024,13-03-2024,4.422680412371134,4.463917525773196,3.814432989690722,4.443298969072165,4.422680412371134,97,4.313402061855671
109,MYHOTEL7938,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,200000.0,2024-07-01 17:00:00,nan,209.0,-2.0,02-07-2024,03-07-2024,4.528301886792453,4.481132075471698,3.811320754716981,4.584905660377358,4.537735849056604,106,4.3886792452830194
109,MYHOTEL7938,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,200000.0,2024-07-01 17:00:00,nan,2909.0,2.0,11-07-2024,15-07-2024,4.528301886792453,4.481132075471698,3.811320754716981,4.584905660377358,4.537735849056604,106,4.3886792452830194
110,MYHOTEL3700,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-07-28 17:00:00,nan,210.0,2.0,29-07-2024,31-07-2024,2.746987951807229,2.891566265060241,2.180722891566265,2.9397590361445785,2.927710843373494,83,2.7373493975903616
111,MYHOTEL3620,4,Sheraton Grand Resort,9,Phòng Deluxe King,19,1500000.0,100000.0,2024-03-04 17:00:00,nan,211.0,1.0,05-03-2024,07-03-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
112,MYHOTEL6537,21,Risemount Premier Resort,62,Superior Twin Room,161,1500000.0,100000.0,2024-02-18 17:00:00,nan,212.0,2.0,19-02-2024,23-02-2024,4.654135338345864,4.548872180451128,3.9022556390977443,4.466165413533835,4.571428571428571,133,4.428571428571428
112,MYHOTEL6537,21,Risemount Premier Resort,62,Superior Twin Room,161,1500000.0,100000.0,2024-02-18 17:00:00,nan,2754.0,2.0,28-03-2024,30-03-2024,4.654135338345864,4.548872180451128,3.9022556390977443,4.466165413533835,4.571428571428571,133,4.428571428571428
112,MYHOTEL6537,21,Risemount Premier Resort,62,Superior Twin Room,161,1500000.0,100000.0,2024-02-18 17:00:00,nan,3249.0,2.0,30-05-2024,31-05-2024,4.654135338345864,4.548872180451128,3.9022556390977443,4.466165413533835,4.571428571428571,133,4.428571428571428
113,MYHOTEL7913,4,Sheraton Grand Resort,9,Phòng Deluxe King,17,1530000.0,200000.0,2024-04-25 17:00:00,nan,213.0,2.0,26-04-2024,01-05-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
114,MYHOTEL9583,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,4,1500000.0,200000.0,2024-02-02 17:00:00,nan,214.0,-2.0,03-02-2024,07-02-2024,4.5,4.564516129032258,3.9596774193548385,4.580645161290323,4.516129032258065,248,4.424193548387096
114,MYHOTEL9583,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,4,1500000.0,200000.0,2024-02-02 17:00:00,nan,3353.0,2.0,09-04-2024,13-04-2024,4.5,4.564516129032258,3.9596774193548385,4.580645161290323,4.516129032258065,248,4.424193548387096
115,MYHOTEL6829,21,Risemount Premier Resort,62,Superior Twin Room,161,1500000.0,200000.0,2024-05-14 17:00:00,nan,215.0,2.0,15-05-2024,19-05-2024,4.654135338345864,4.548872180451128,3.9022556390977443,4.466165413533835,4.571428571428571,133,4.428571428571428
116,MYHOTEL8126,6,Khách sạn Grand Tourane,15,Superior City View Twin,45,1700000.0,150000.0,2024-10-31 17:00:00,nan,216.0,2.0,01-11-2024,04-11-2024,4.533333333333333,4.533333333333333,3.933333333333333,4.6,4.666666666666667,75,4.453333333333334
116,MYHOTEL8126,6,Khách sạn Grand Tourane,15,Superior City View Twin,45,1700000.0,150000.0,2024-10-31 17:00:00,nan,1108.0,0.0,15-09-2024,17-09-2024,4.533333333333333,4.533333333333333,3.933333333333333,4.6,4.666666666666667,75,4.453333333333334
116,MYHOTEL8126,6,Khách sạn Grand Tourane,15,Superior City View Twin,45,1700000.0,150000.0,2024-10-31 17:00:00,nan,1194.0,2.0,23-12-2024,28-12-2024,4.533333333333333,4.533333333333333,3.933333333333333,4.6,4.666666666666667,75,4.453333333333334
116,MYHOTEL8126,6,Khách sạn Grand Tourane,15,Superior City View Twin,45,1700000.0,150000.0,2024-10-31 17:00:00,nan,5966.0,2.0,21-11-2024,25-11-2024,4.533333333333333,4.533333333333333,3.933333333333333,4.6,4.666666666666667,75,4.453333333333334
117,MYHOTEL7061,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,200000.0,2024-07-24 17:00:00,nan,217.0,2.0,25-07-2024,27-07-2024,4.422680412371134,4.463917525773196,3.814432989690722,4.443298969072165,4.422680412371134,97,4.313402061855671
117,MYHOTEL7061,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,200000.0,2024-07-24 17:00:00,nan,1669.0,-2.0,09-12-2024,14-12-2024,4.422680412371134,4.463917525773196,3.814432989690722,4.443298969072165,4.422680412371134,97,4.313402061855671
117,MYHOTEL7061,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,200000.0,2024-07-24 17:00:00,nan,1947.0,1.0,23-05-2024,25-05-2024,4.422680412371134,4.463917525773196,3.814432989690722,4.443298969072165,4.422680412371134,97,4.313402061855671
118,MYHOTEL8821,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,150000.0,2024-04-02 17:00:00,nan,218.0,2.0,03-04-2024,06-04-2024,4.422680412371134,4.463917525773196,3.814432989690722,4.443298969072165,4.422680412371134,97,4.313402061855671
118,MYHOTEL8821,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,150000.0,2024-04-02 17:00:00,nan,327.0,2.0,16-10-2024,18-10-2024,4.422680412371134,4.463917525773196,3.814432989690722,4.443298969072165,4.422680412371134,97,4.313402061855671
119,MYHOTEL5593,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,200000.0,2024-03-22 17:00:00,nan,219.0,1.0,23-03-2024,25-03-2024,3.7865168539325844,3.764044943820225,2.853932584269663,3.696629213483146,3.640449438202247,89,3.548314606741573
119,MYHOTEL5593,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,200000.0,2024-03-22 17:00:00,nan,1076.0,2.0,20-12-2024,25-12-2024,3.7865168539325844,3.764044943820225,2.853932584269663,3.696629213483146,3.640449438202247,89,3.548314606741573
120,MYHOTEL1222,16,Khách sạn Mandila Beach,45,Deluxe Twin,117,1703000.0,150000.0,2024-05-18 17:00:00,nan,220.0,2.0,19-05-2024,23-05-2024,4.46078431372549,4.5,3.8333333333333335,4.529411764705882,4.5,102,4.364705882352942
121,MYHOTEL1795,19,The Blossom Resort Island,54,Superior King Room,140,2200000.0,100000.0,2024-04-05 17:00:00,nan,221.0,2.0,06-04-2024,10-04-2024,3.9473684210526314,3.8026315789473686,3.013157894736842,3.723684210526316,3.789473684210526,152,3.655263157894737
121,MYHOTEL1795,19,The Blossom Resort Island,54,Superior King Room,140,2200000.0,100000.0,2024-04-05 17:00:00,nan,4602.0,2.0,03-03-2024,04-03-2024,3.9473684210526314,3.8026315789473686,3.013157894736842,3.723684210526316,3.789473684210526,152,3.655263157894737
122,MYHOTEL4356,2,Meliá Vinpearl Riverfront,2,Phòng Grand Suite,1,1400000.0,150000.0,2024-01-20 17:00:00,nan,222.0,1.0,21-01-2024,24-01-2024,4.5,4.564516129032258,3.9596774193548385,4.580645161290323,4.516129032258065,248,4.424193548387096
123,MYHOTEL7342,12,Khách Sạn Mỹ Khê 2,33,Superior I Double/Twin,87,2700000.0,0.0,2024-04-27 17:00:00,nan,223.0,1.0,28-04-2024,30-04-2024,2.746987951807229,2.891566265060241,2.180722891566265,2.9397590361445785,2.927710843373494,83,2.7373493975903616
124,MYHOTEL3528,3,Mường Thanh Luxury,3,Phòng Deluxe King,2,1500000.0,150000.0,2024-05-21 17:00:00,nan,224.0,2.0,22-05-2024,27-05-2024,4.610091743119266,4.481651376146789,3.9908256880733943,4.587155963302752,4.605504587155964,218,4.4550458715596335
125,MYHOTEL6339,11,Khách Sạn Dana Marina,30,Superior Twin,81,3400000.0,100000.0,2024-10-27 17:00:00,nan,225.0,2.0,28-10-2024,02-11-2024,3.7209302325581395,3.6744186046511627,3.116279069767442,3.988372093023256,3.802325581395349,86,3.6604651162790693
126,MYHOTEL5599,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,100000.0,2024-01-25 17:00:00,nan,226.0,1.0,26-01-2024,27-01-2024,4.422680412371134,4.463917525773196,3.814432989690722,4.443298969072165,4.422680412371134,97,4.313402061855671
126,MYHOTEL5599,17,Đà Nẵng Golden Bay,48,Superior Twin/King,125,2300000.0,100000.0,2024-01-25 17:00:00,nan,3656.0,2.0,20-06-2024,23-06-2024,4.422680412371134,4.463917525773196,3.814432989690722,4.443298969072165,4.422680412371134,97,4.313402061855671
127,MYHOTEL6942,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,3,1500000.0,100000.0,2024-02-05 17:00:00,nan,227.0,1.0,06-02-2024,09-02-2024,4.610091743119266,4.481651376146789,3.9908256880733943,4.587155963302752,4.605504587155964,218,4.4550458715596335
128,MYHOTEL2887,7,Khách Sạn Radisson,18,Deluxe Twin Room,73,1700000.0,200000.0,2024-10-19 17:00:00,nan,228.0,2.0,20-10-2024,22-10-2024,4.557823129251701,4.578231292517007,3.9591836734693877,4.523809523809524,4.476190476190476,147,4.419047619047619
129,MYHOTEL5218,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,150000.0,2024-08-15 17:00:00,nan,229.0,2.0,16-08-2024,19-08-2024,3.7865168539325844,3.764044943820225,2.853932584269663,3.696629213483146,3.640449438202247,89,3.548314606741573
129,MYHOTEL5218,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,150000.0,2024-08-15 17:00:00,nan,2515.0,1.0,08-02-2024,11-02-2024,3.7865168539325844,3.764044943820225,2.853932584269663,3.696629213483146,3.640449438202247,89,3.548314606741573
130,MYHOTEL4185,18,Cicilia Hotels & Spa Danang,51,Deluxe City View,132,1200000.0,200000.0,2024-08-23 17:00:00,nan,230.0,2.0,24-08-2024,27-08-2024,3.7865168539325844,3.764044943820225,2.853932584269663,3.696629213483146,3.640449438202247,89,3.548314606741573
131,MYHOTEL1766,4,Sheraton Grand Resort,9,Phòng Deluxe King,17,1530000.0,150000.0,2024-05-13 17:00:00,nan,231.0,2.0,14-05-2024,18-05-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
131,MYHOTEL1766,4,Sheraton Grand Resort,9,Phòng Deluxe King,17,1530000.0,150000.0,2024-05-13 17:00:00,nan,2117.0,2.0,14-02-2024,19-02-2024,4.568627450980392,4.583333333333333,4.029411764705882,4.588235294117647,4.607843137254902,204,4.475490196078431
132,MYHOTEL1060,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,3,1500000.0,150000.0,2024-08-26 17:00:00,nan,232.0,0.0,27-08-2024,29-08-2024,4.610091743119266,4.481651376146789,3.9908256880733943,4.587155963302752,4.605504587155964,218,4.4550458715596335
132,MYHOTEL1060,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,3,1500000.0,150000.0,2024-08-26 17:00:00,nan,2193.0,1.0,15-11-2024,18-11-2024,4.610091743119266,4.481651376146789,3.9908256880733943,4.587155963302752,4.605504587155964,218,4.4550458715596335
132,MYHOTEL1060,3,Mường Thanh Luxury,5,Phòng Premier Deluxe Twin,3,1500000.0,150000.0,2024-08-26 17:00:00,nan,2497.0,2.0,19-04-2024,26-04-2024,4.610091743119266,4.481651376146789,3.9908256880733943,4.587155963302752,4.605504587155964,218,4.4550458715596335
133,MYHOTEL5598,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,100000.0,2024-05-18 17:00:00,nan,233.0,1.0,19-05-2024,23-05-2024,4.528301886792453,4.481132075471698,3.811320754716981,4.584905660377358,4.537735849056604,106,4.3886792452830194
133,MYHOTEL5598,9,Mikazuki Japanese,24,Deluxe Double Panoramic,62,3450000.0,100000.0,2024-05-18 17:00:00,nan,3387.0,-2.0,13-07-2024,14-07-2024,4.528301886792453,4.481132075471698,3.811320754716981,4.584905660377358,4.537735849056604,106,4.3886792452830194
