type_room_id,room_id,type_room_bed,type_room_price,type_room_condition,type_room_price_sale,type_room_quantity,type_room_status,created_at,updated_at,deleted_at
111,42,1,4500000,0,NULL,30,1,2022-12-24 02:37:14,NULL,NULL
112,43,1,1704000,0,NULL,20,1,2022-12-24 02:37:33,NULL,NULL
113,43,2,4556000,1,8,20,1,2022-12-24 02:37:49,NULL,NULL
114,44,1,1400000,0,NULL,20,1,2022-12-24 02:38:00,NULL,NULL
115,44,2,4500000,1,17,20,1,2022-12-24 02:38:14,NULL,NULL
116,44,3,1305636,0,NULL,20,1,2022-12-24 02:38:27,NULL,NULL
117,45,1,1703000,1,7,20,1,2022-12-24 02:46:22,NULL,NULL
118,45,2,4500301,1,10,20,1,2022-12-24 02:46:44,NULL,NULL
119,45,3,4502000,0,NULL,20,1,2022-12-24 02:47:02,NULL,NULL
120,46,1,1701000,0,NULL,30,1,2022-12-24 02:47:14,NULL,NULL
121,46,2,2700000,1,22,20,1,2022-12-24 02:47:31,NULL,NULL
122,47,1,1400000,0,NULL,20,1,2022-12-24 02:47:43,NULL,NULL
123,47,3,4500000,1,11,20,1,2022-12-24 02:47:56,NULL,NULL
124,46,2,3700000,1,17,30,1,2022-12-24 02:48:14,NULL,NULL
125,48,1,2300000,1,11,20,1,2022-12-24 02:54:55,NULL,NULL
126,48,2,4500000,1,12,30,1,2022-12-24 02:55:07,NULL,NULL
127,48,3,4500000,1,32,20,1,2022-12-24 02:55:21,NULL,NULL
128,49,1,2200000,1,22,29,1,2022-12-24 02:55:35,2023-11-12 16:52:04,NULL
129,49,2,3700000,1,13,20,1,2022-12-24 02:55:49,NULL,NULL
130,50,1,1700000,0,NULL,18,1,2022-12-24 02:56:00,2023-08-18 14:04:44,NULL
131,50,2,2500000,1,15,20,1,2022-12-24 02:56:17,NULL,NULL
132,51,1,1200000,1,9,20,1,2022-12-24 03:03:00,NULL,NULL
133,51,2,2700000,1,7,29,1,2022-12-24 03:03:16,2022-12-24 10:28:35,NULL
134,51,3,4500000,1,24,30,1,2022-12-24 03:03:34,NULL,NULL
135,52,1,1400000,0,NULL,20,1,2022-12-24 03:03:46,NULL,NULL
136,52,2,2300000,1,8,30,1,2022-12-24 03:04:01,NULL,NULL
137,52,3,4500000,1,10,30,1,2022-12-24 03:04:17,NULL,NULL
138,53,1,1700000,1,9,20,1,2022-12-24 03:04:29,NULL,NULL
139,53,2,2700000,1,13,30,1,2022-12-24 03:04:45,NULL,NULL
140,54,1,2200000,1,11,30,1,2022-12-24 03:12:27,NULL,NULL
141,54,2,2506000,1,19,20,1,2022-12-24 03:12:40,NULL,NULL
142,54,3,4350000,1,12,20,1,2022-12-24 03:12:53,NULL,NULL
143,55,1,1600000,1,17,20,1,2022-12-24 03:13:04,NULL,NULL
144,55,2,1200000,1,11,20,1,2022-12-24 03:13:16,NULL,NULL
145,55,2,2506000,1,12,30,1,2022-12-24 03:13:32,NULL,NULL
146,56,1,1700000,1,32,18,1,2022-12-24 03:13:49,2022-12-25 00:37:12,NULL
147,56,2,2500000,1,17,30,1,2022-12-24 03:14:06,2024-06-04 12:46:49,NULL
148,57,1,1400000,1,23,20,1,2022-12-24 03:22:10,NULL,NULL
149,57,2,2506000,1,11,20,1,2022-12-24 03:22:23,NULL,NULL
150,57,3,4500000,1,32,20,1,2022-12-24 03:22:38,NULL,NULL
151,58,1,1400000,1,7,20,1,2022-12-24 03:22:48,NULL,NULL
152,58,2,1200000,1,8,30,1,2022-12-24 03:23:00,NULL,NULL
153,58,3,2501000,1,10,20,1,2022-12-24 03:23:16,NULL,NULL
154,59,1,1305636,0,NULL,19,1,2022-12-24 03:23:29,2024-05-06 08:33:38,NULL
155,59,2,1400000,0,NULL,30,1,2022-12-24 03:23:44,NULL,NULL
156,60,1,2200000,1,11,20,1,2022-12-24 03:30:17,NULL,NULL
157,60,2,1200000,0,NULL,30,1,2022-12-24 03:30:27,NULL,NULL
158,60,3,2506000,1,13,30,1,2022-12-24 03:30:40,NULL,NULL
159,61,1,1700000,1,9,19,1,2022-12-24 03:30:52,2022-12-24 13:20:42,NULL
160,61,2,1700000,1,13,20,1,2022-12-24 03:31:06,NULL,NULL
161,62,1,1500000,1,13,19,1,2022-12-24 03:31:20,2022-12-24 13:18:54,NULL
162,62,2,1200000,1,7,20,1,2022-12-24 03:31:31,NULL,NULL
163,64,2,1000000,1,10,5,1,2025-10-26 02:47:13,NULL,NULL
164,64,1,500000,0,NULL,4,1,2025-10-26 02:49:11,NULL,NULL
165,65,2,1200000,0,NULL,5,1,2025-10-26 03:24:50,NULL,NULL
166,66,2,1000000,1,10,4,1,2025-10-26 03:25:13,NULL,NULL
167,67,3,800000,0,NULL,2,1,2025-10-26 03:25:40,NULL,NULL
