gallery_hotel_id,hotel_id,gallery_hotel_name,gallery_hotel_type,gallery_hotel_image,gallery_hotel_content,created_at,updated_at
21,3,35180_AESHFLUMK7_VPCRFDN_Lobby4,1,35180_AESHFLUMK7_VPCRFDN_Lobby437.jpg,Chưa có nội dung !,2022-11-05 14:51:59,NULL
22,3,35180_CVU7TYMVJ7_VPCRFDN_Lobby8,1,35180_CVU7TYMVJ7_VPCRFDN_Lobby834.jpg,Chưa có nội dung !,2022-11-05 14:51:59,NULL
23,3,35180_GTBQTXHE3C_VPCRFDN_Yoga2,1,35180_GTBQTXHE3C_VPCRFDN_Yoga257.jpg,Chưa có nội dung !,2022-11-05 14:51:59,NULL
24,3,35180_HCH9GIZ0QK_VPCRFDN_Facade1,1,35180_HCH9GIZ0QK_VPCRFDN_Facade166.jpg,Chưa có nội dung !,2022-11-05 14:51:59,NULL
25,3,35180_LKLH41D98X_VPCRFDN_Facade13,1,35180_LKLH41D98X_VPCRFDN_Facade1361.jpg,Chưa có nội dung !,2022-11-05 14:51:59,NULL
26,3,35180_SX9ZZ577PA_VPCRFDN_Facade9,1,35180_SX9ZZ577PA_VPCRFDN_Facade972.jpg,Chưa có nội dung !,2022-11-05 14:51:59,NULL
27,3,35180_U0CPD869LF_VPCRFDN_Landscape5,1,35180_U0CPD869LF_VPCRFDN_Landscape50.jpg,Chưa có nội dung !,2022-11-05 14:51:59,NULL
28,3,35180_W5O58G8TK7_VPCRFDN_Facade3,1,35180_W5O58G8TK7_VPCRFDN_Facade373.jpg,Chưa có nội dung !,2022-11-05 14:52:00,NULL
29,3,35180_Y2CJGBZMF6_VPCRFDN_Facade7,1,35180_Y2CJGBZMF6_VPCRFDN_Facade725.jpg,Chưa có nội dung !,2022-11-05 14:52:00,NULL
30,3,35180_MYTOUR,2,35180_MYTOUR66.mp4,Chưa có nội dung !,2022-11-05 14:52:11,NULL
31,4,35336_MYTOUR,2,35336_MYTOUR21.mp4,Chưa có nội dung !,2022-11-06 08:42:44,NULL
32,4,0f9f0b55266cebeabcf6ed7ba14fad24,1,0f9f0b55266cebeabcf6ed7ba14fad2443.jpg,Chưa có nội dung !,2022-11-06 08:43:07,NULL
33,4,2_142801_02,1,2_142801_0285.jpg,Chưa có nội dung !,2022-11-06 08:43:07,NULL
34,4,253367671,1,25336767111.jpg,Chưa có nội dung !,2022-11-06 08:43:07,NULL
35,4,253367672,1,25336767284.jpg,Chưa có nội dung !,2022-11-06 08:43:07,NULL
36,4,image-8,1,image-823.jpg,Chưa có nội dung !,2022-11-06 08:43:07,NULL
37,4,image-9,1,image-925.jpg,Chưa có nội dung !,2022-11-06 08:43:07,NULL
38,4,image-10,1,image-1038.jpg,Chưa có nội dung !,2022-11-06 08:43:07,NULL
39,4,image-12,1,image-1261.jpg,Chưa có nội dung !,2022-11-06 08:43:07,NULL
40,4,ppsAaNtpTZ_sTTydPkiqsA-6,1,ppsAaNtpTZ_sTTydPkiqsA-66.jpeg,Chưa có nội dung !,2022-11-06 08:43:07,NULL
41,4,STv5GmFzSFK9_sDyWZtz8w-21,1,STv5GmFzSFK9_sDyWZtz8w-2112.jpeg,Chưa có nội dung !,2022-11-06 08:43:07,NULL
42,4,t7m0SzyZSzemAqP5lmJ2Ww-37,1,t7m0SzyZSzemAqP5lmJ2Ww-371.jpeg,Chưa có nội dung !,2022-11-06 08:43:07,NULL
43,5,_KgSKL9jQ8mm-myNc9ZVww-84,1,_KgSKL9jQ8mm-myNc9ZVww-8482.jpeg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
44,5,_KgSKL9jQ8mm-myNc9ZVww-99,1,_KgSKL9jQ8mm-myNc9ZVww-9991.jpeg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
45,5,09f2f6eadd73be726c0d86f64c900997,1,09f2f6eadd73be726c0d86f64c90099732.jpg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
46,5,17c6760c7a281e208fddb0bf9e256d1e,1,17c6760c7a281e208fddb0bf9e256d1e36.jpg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
47,5,17eb252deab29e1e04d4a2b3f66b5595,1,17eb252deab29e1e04d4a2b3f66b559587.jpg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
48,5,171409520,1,17140952099.jpg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
49,5,178962862,1,17896286234.jpg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
50,5,178964092,1,17896409295.jpg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
51,5,179246990,1,17924699052.jpg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
52,5,bwGZioIlSz6QQ-ebzJvfcQ-225,1,bwGZioIlSz6QQ-ebzJvfcQ-22517.jpeg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
53,5,RMAzmAy-SXG_JL-z9lXnmA-36,1,RMAzmAy-SXG_JL-z9lXnmA-3620.jpeg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
54,5,RMAzmAy-SXG_JL-z9lXnmA-42,1,RMAzmAy-SXG_JL-z9lXnmA-4269.jpeg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
55,5,RMAzmAy-SXG_JL-z9lXnmA-51,1,RMAzmAy-SXG_JL-z9lXnmA-5110.jpeg,Chưa có nội dung !,2022-11-06 08:45:57,NULL
56,5,35122_MYTOUR,2,35122_MYTOUR38.mp4,Chưa có nội dung !,2022-11-06 08:46:06,NULL
57,6,1299_MYTOUR,2,1299_MYTOUR15.mp4,Chưa có nội dung !,2022-12-23 08:27:15,NULL
58,6,4TeHzNe-SUu9n3qYO900Sw-26,1,4TeHzNe-SUu9n3qYO900Sw-2664.jpeg,Chưa có nội dung !,2022-12-23 08:29:03,NULL
59,6,7r71534936465_khach_san_grand_tourane,1,7r71534936465_khach_san_grand_tourane71.jpg,Chưa có nội dung !,2022-12-23 08:29:03,NULL
60,6,1158339_16042211100041707204,1,1158339_1604221110004170720428.jpg,Chưa có nội dung !,2022-12-23 08:29:03,NULL
61,6,apr-26-edited-grand-tourane-room-1,1,apr-26-edited-grand-tourane-room-132.jpg,Chưa có nội dung !,2022-12-23 08:29:03,NULL
62,6,dsc00808-edit,1,dsc00808-edit32.jpg,Chưa có nội dung !,2022-12-23 08:29:03,NULL
63,6,dsc01906-fix,1,dsc01906-fix56.jfif,Chưa có nội dung !,2022-12-23 08:29:03,NULL
64,6,dsc02322,1,dsc0232226.jfif,Chưa có nội dung !,2022-12-23 08:29:03,NULL
65,6,grandspa-7,1,grandspa-772.jpg,Chưa có nội dung !,2022-12-23 08:29:03,NULL
66,6,jun20---grand-tourane---edit-beach-2,1,jun20---grand-tourane---edit-beach-259.jpg,Chưa có nội dung !,2022-12-23 08:29:03,NULL
67,6,kfh1534936468_khach_san_grand_tourane,1,kfh1534936468_khach_san_grand_tourane17.jpg,Chưa có nội dung !,2022-12-23 08:29:03,NULL
68,6,y751534936469_khach_san_grand_tourane,1,y751534936469_khach_san_grand_tourane97.jpg,Chưa có nội dung !,2022-12-23 08:29:03,NULL
92,8,1285_MYTOUR,2,1285_MYTOUR19.mp4,Chưa có nội dung !,2022-12-23 09:03:43,NULL
93,8,215171431,1,2151714319.jpg,Chưa có nội dung !,2022-12-23 09:03:53,NULL
94,8,215171534,1,21517153479.jpg,Chưa có nội dung !,2022-12-23 09:03:53,NULL
95,8,215171539,1,21517153929.jpg,Chưa có nội dung !,2022-12-23 09:03:53,NULL
96,8,215171553,1,2151715530.jpg,Chưa có nội dung !,2022-12-23 09:03:53,NULL
97,8,215171561,1,2151715615.jpg,Chưa có nội dung !,2022-12-23 09:03:53,NULL
98,8,215173153,1,2151731532.jpg,Chưa có nội dung !,2022-12-23 09:03:53,NULL
99,8,215176383,1,21517638339.jpg,Chưa có nội dung !,2022-12-23 09:03:53,NULL
100,8,215176469,1,21517646999.jpg,Chưa có nội dung !,2022-12-23 09:03:53,NULL
101,8,215176485 (1),1,215176485 (1)86.jpg,Chưa có nội dung !,2022-12-23 09:03:53,NULL
102,8,215176485,1,2151764850.jpg,Chưa có nội dung !,2022-12-23 09:03:53,NULL
115,9,1162_MYTOUR,2,1162_MYTOUR29.mp4,Chưa có nội dung !,2022-12-23 13:34:42,NULL
116,9,2-1,1,2-139.png,Chưa có nội dung !,2022-12-23 13:35:06,NULL
117,9,6-2,1,6-269.png,Chưa có nội dung !,2022-12-23 13:35:06,NULL
118,9,277707865,1,27770786555.jpg,Chưa có nội dung !,2022-12-23 13:35:06,NULL
119,9,277707879,1,27770787926.jpg,Chưa có nội dung !,2022-12-23 13:35:06,NULL
120,9,277707916,1,27770791648.jpg,Chưa có nội dung !,2022-12-23 13:35:06,NULL
121,9,277707956,1,27770795630.jpg,Chưa có nội dung !,2022-12-23 13:35:06,NULL
122,9,277707987,1,27770798745.jpg,Chưa có nội dung !,2022-12-23 13:35:06,NULL
123,9,deluxe---king-43,1,deluxe---king-4335.jpg,Chưa có nội dung !,2022-12-23 13:35:06,NULL
124,9,family---king-_-twin-13,1,family---king-_-twin-1373.jpg,Chưa có nội dung !,2022-12-23 13:35:06,NULL
125,9,main-picture,1,main-picture16.png,Chưa có nội dung !,2022-12-23 13:35:06,NULL
126,9,untitled,1,untitled31.png,Chưa có nội dung !,2022-12-23 13:35:06,NULL
150,12,4822_MYTOUR,2,4822_MYTOUR84.mp4,Chưa có nội dung !,2022-12-23 18:43:09,NULL
151,12,5ab95879,1,5ab9587963.jpg,Chưa có nội dung !,2022-12-23 18:43:59,NULL
152,12,c4ac777b,1,c4ac777b11.jpg,Chưa có nội dung !,2022-12-23 18:43:59,NULL
153,12,e2597441,1,e259744125.jpg,Chưa có nội dung !,2022-12-23 18:43:59,NULL
154,12,ogWWkkuvRcOy-lO07FVY5Q-0,1,ogWWkkuvRcOy-lO07FVY5Q-028.jpeg,Chưa có nội dung !,2022-12-23 18:43:59,NULL
155,12,oz9ShyIiRES4d_rS8cbx_Q-2,1,oz9ShyIiRES4d_rS8cbx_Q-21.jpeg,Chưa có nội dung !,2022-12-23 18:43:59,NULL
156,12,z6XSSQtfRXaEP_W-Zvu-cg-13,1,z6XSSQtfRXaEP_W-Zvu-cg-1372.jpeg,Chưa có nội dung !,2022-12-23 18:43:59,NULL
157,12,z3853685949505_1fee13e181aa11d21e6a45ddcb6c09ba,1,z3853685949505_1fee13e181aa11d21e6a45ddcb6c09ba52.jpg,Chưa có nội dung !,2022-12-23 18:43:59,NULL
158,12,z3903433323344_6bbb910d79ab546e087e0d7bcf76e7fb,1,z3903433323344_6bbb910d79ab546e087e0d7bcf76e7fb82.jpg,Chưa có nội dung !,2022-12-23 18:43:59,NULL
159,12,z3903433366364_a5d2f02cbf261ab4019f48119b5c0247,1,z3903433366364_a5d2f02cbf261ab4019f48119b5c024732.jpg,Chưa có nội dung !,2022-12-23 18:43:59,NULL
160,12,ZYlHjDlcQouL6WMoOrKZlg-1,1,ZYlHjDlcQouL6WMoOrKZlg-131.jpeg,Chưa có nội dung !,2022-12-23 18:43:59,NULL
161,13,29432_MYTOUR,2,29432_MYTOUR43.mp4,Chưa có nội dung !,2022-12-23 18:53:55,NULL
162,13,139587411,1,13958741175.jpg,Chưa có nội dung !,2022-12-23 18:54:45,NULL
163,13,139590744,1,13959074446.jpg,Chưa có nội dung !,2022-12-23 18:54:45,NULL
164,13,139590752-1,1,139590752-127.jpg,Chưa có nội dung !,2022-12-23 18:54:45,NULL
165,13,139590793,1,13959079314.jpg,Chưa có nội dung !,2022-12-23 18:54:45,NULL
166,13,139591409,1,13959140957.jpg,Chưa có nội dung !,2022-12-23 18:54:45,NULL
167,13,139591411,1,13959141135.jpg,Chưa có nội dung !,2022-12-23 18:54:45,NULL
168,13,159472672,1,15947267226.jpg,Chưa có nội dung !,2022-12-23 18:54:45,NULL
169,13,159472678 (1),1,159472678 (1)15.jpg,Chưa có nội dung !,2022-12-23 18:54:45,NULL
170,13,159472678,1,1594726782.jpg,Chưa có nội dung !,2022-12-23 18:54:45,NULL
171,13,226582810,1,22658281064.jpg,Chưa có nội dung !,2022-12-23 18:54:45,NULL
172,14,29432_MYTOUR,2,29432_MYTOUR37.mp4,Chưa có nội dung !,2022-12-23 19:03:40,NULL
173,14,1,1,137.jpg,Chưa có nội dung !,2022-12-23 19:04:38,NULL
174,14,2,1,214.jpg,Chưa có nội dung !,2022-12-23 19:04:38,NULL
175,14,3,1,312.jpg,Chưa có nội dung !,2022-12-23 19:04:38,NULL
176,14,4,1,455.jpg,Chưa có nội dung !,2022-12-23 19:04:38,NULL
177,14,5,1,547.jpg,Chưa có nội dung !,2022-12-23 19:04:38,NULL
178,14,7,1,711.jpg,Chưa có nội dung !,2022-12-23 19:04:38,NULL
179,14,8,1,854.jpg,Chưa có nội dung !,2022-12-23 19:04:38,NULL
180,14,9,1,97.jpg,Chưa có nội dung !,2022-12-23 19:04:38,NULL
181,14,10,1,1035.jpg,Chưa có nội dung !,2022-12-23 19:04:38,NULL
182,14,11,1,1138.jpg,Chưa có nội dung !,2022-12-23 19:04:38,NULL
209,17,29403_MYTOUR,2,29403_MYTOUR43.mp4,Chưa có nội dung !,2022-12-24 02:51:39,NULL
210,17,7bx1528889526_da_nang_golden_bay,1,7bx1528889526_da_nang_golden_bay72.jpg,Chưa có nội dung !,2022-12-24 02:51:48,NULL
211,17,29403_35AR53UY5W_28,1,29403_35AR53UY5W_2845.jpg,Chưa có nội dung !,2022-12-24 02:51:48,NULL
212,17,29403_91NIZUCJER_22,1,29403_91NIZUCJER_2252.jpg,Chưa có nội dung !,2022-12-24 02:51:48,NULL
213,17,29403_FE9FI9AMFU_24,1,29403_FE9FI9AMFU_2442.jpg,Chưa có nội dung !,2022-12-24 02:51:48,NULL
214,17,29403_QGEQ43WK47_27,1,29403_QGEQ43WK47_271.jpg,Chưa có nội dung !,2022-12-24 02:51:48,NULL
215,17,3471357_17112210380059706121,1,3471357_171122103800597061219.jpg,Chưa có nội dung !,2022-12-24 02:51:48,NULL
216,17,eja1528889594_da_nang_golden_bay,1,eja1528889594_da_nang_golden_bay69.jpg,Chưa có nội dung !,2022-12-24 02:51:48,NULL
217,17,mfr1528889512_da_nang_golden_bay,1,mfr1528889512_da_nang_golden_bay83.jpg,Chưa có nội dung !,2022-12-24 02:51:48,NULL
218,17,ps91528889525_da_nang_golden_bay,1,ps91528889525_da_nang_golden_bay36.jpg,Chưa có nội dung !,2022-12-24 02:51:48,NULL
219,17,sap1541676224_da_nang_golden_bay,1,sap1541676224_da_nang_golden_bay11.jpg,Chưa có nội dung !,2022-12-24 02:51:48,NULL
220,18,1162_MYTOUR,2,1162_MYTOUR86.mp4,Chưa có nội dung !,2022-12-24 02:59:52,NULL
221,18,_dhp2798-a,1,_dhp2798-a63.jpg,Chưa có nội dung !,2022-12-24 03:00:05,NULL
222,18,_dhp2954-copy,1,_dhp2954-copy0.jpg,Chưa có nội dung !,2022-12-24 03:00:05,NULL
223,18,21,1,2160.jpg,Chưa có nội dung !,2022-12-24 03:00:05,NULL
224,18,255913883,1,25591388378.jpg,Chưa có nội dung !,2022-12-24 03:00:05,NULL
225,18,cb50360f,1,cb50360f88.jpg,Chưa có nội dung !,2022-12-24 03:00:05,NULL
226,18,cici,1,cici76.jpg,Chưa có nội dung !,2022-12-24 03:00:05,NULL
227,18,ES9WIGpST-SXFNLIUU-QWw-33,1,ES9WIGpST-SXFNLIUU-QWw-3320.jpeg,Chưa có nội dung !,2022-12-24 03:00:05,NULL
229,18,RNHt9A8rSpKj4aGvKosNug-91,1,RNHt9A8rSpKj4aGvKosNug-918.png,Chưa có nội dung !,2022-12-24 03:00:05,NULL
230,18,RNHt9A8rSpKj4aGvKosNug-92,1,RNHt9A8rSpKj4aGvKosNug-9232.png,Chưa có nội dung !,2022-12-24 03:00:05,NULL
231,18,ROUfOOdJQgyXUxpq_uSqSQ-183,1,ROUfOOdJQgyXUxpq_uSqSQ-18321.png,Chưa có nội dung !,2022-12-24 03:00:05,NULL
232,19,35209_MYTOUR,2,35209_MYTOUR13.mp4,Chưa có nội dung !,2022-12-24 03:09:21,NULL
233,19,entrance2,1,entrance230.jpeg,Chưa có nội dung !,2022-12-24 03:09:34,NULL
234,19,entrance5,1,entrance519.jpeg,Chưa có nội dung !,2022-12-24 03:09:34,NULL
235,19,entrance6-1,1,entrance6-137.jpeg,Chưa có nội dung !,2022-12-24 03:09:34,NULL
236,19,entrance-passage3,1,entrance-passage337.jpeg,Chưa có nội dung !,2022-12-24 03:09:34,NULL
237,19,entrance-passage4,1,entrance-passage457.jpeg,Chưa có nội dung !,2022-12-24 03:09:34,NULL
238,19,gate2,1,gate25.jpeg,Chưa có nội dung !,2022-12-24 03:09:34,NULL
239,19,outdoor-restrant4,1,outdoor-restrant484.jpeg,Chưa có nội dung !,2022-12-24 03:09:34,NULL
240,19,pooiside3-1,1,pooiside3-196.jpeg,Chưa có nội dung !,2022-12-24 03:09:34,NULL
241,19,pooiside9,1,pooiside90.jpeg,Chưa có nội dung !,2022-12-24 03:09:34,NULL
242,19,poolside2,1,poolside21.jpeg,Chưa có nội dung !,2022-12-24 03:09:34,NULL
243,19,poolside8-2,1,poolside8-233.jpeg,Chưa có nội dung !,2022-12-24 03:09:34,NULL
264,21,_dhp2798-a,1,_dhp2798-a64.jpg,Chưa có nội dung !,2022-12-24 03:35:49,NULL
265,21,_dhp2954-copy,1,_dhp2954-copy76.jpg,Chưa có nội dung !,2022-12-24 03:35:49,NULL
266,21,21,1,2181.jpg,Chưa có nội dung !,2022-12-24 03:35:49,NULL
267,21,255913883,1,25591388387.jpg,Chưa có nội dung !,2022-12-24 03:35:49,NULL
268,21,ES9WIGpST-SXFNLIUU-QWw-33,1,ES9WIGpST-SXFNLIUU-QWw-3350.jpeg,Chưa có nội dung !,2022-12-24 03:35:49,NULL
269,21,KLvvoKKZTh_dhmTrzI-i5w-291-gym%20rs,1,KLvvoKKZTh_dhmTrzI-i5w-291-gym%20rs23.jpeg,Chưa có nội dung !,2022-12-24 03:35:49,NULL
270,21,RNHt9A8rSpKj4aGvKosNug-91,1,RNHt9A8rSpKj4aGvKosNug-9128.png,Chưa có nội dung !,2022-12-24 03:35:49,NULL
271,21,RNHt9A8rSpKj4aGvKosNug-92,1,RNHt9A8rSpKj4aGvKosNug-9286.png,Chưa có nội dung !,2022-12-24 03:35:49,NULL
272,21,8,2,84.mp4,Chưa có nội dung !,2022-12-24 03:36:31,NULL
273,20,8,2,886.mp4,Chưa có nội dung !,2022-12-24 03:37:27,NULL
274,20,2-1,1,2-149.png,Chưa có nội dung !,2022-12-24 03:38:11,NULL
275,20,6-2,1,6-286.png,Chưa có nội dung !,2022-12-24 03:38:11,NULL
276,20,277707865,1,27770786596.jpg,Chưa có nội dung !,2022-12-24 03:38:11,NULL
277,20,277707879,1,27770787917.jpg,Chưa có nội dung !,2022-12-24 03:38:11,NULL
278,20,277707916,1,27770791659.jpg,Chưa có nội dung !,2022-12-24 03:38:11,NULL
279,20,277707956,1,27770795618.jpg,Chưa có nội dung !,2022-12-24 03:38:11,NULL
280,20,277707987,1,27770798774.jpg,Chưa có nội dung !,2022-12-24 03:38:11,NULL
281,20,deluxe---king-43,1,deluxe---king-4333.jpg,Chưa có nội dung !,2022-12-24 03:38:11,NULL
282,20,family---king-_-twin-13,1,family---king-_-twin-1377.jpg,Chưa có nội dung !,2022-12-24 03:38:11,NULL
283,20,main-picture,1,main-picture29.png,Chưa có nội dung !,2022-12-24 03:38:11,NULL
284,20,untitled,1,untitled49.png,Chưa có nội dung !,2022-12-24 03:38:11,NULL
285,16,4TeHzNe-SUu9n3qYO900Sw-26,1,4TeHzNe-SUu9n3qYO900Sw-2637.jpeg,Chưa có nội dung !,2022-12-24 03:40:57,NULL
286,16,7r71534936465_khach_san_grand_tourane,1,7r71534936465_khach_san_grand_tourane9.jpg,Chưa có nội dung !,2022-12-24 03:40:57,NULL
287,16,1158339_16042211100041707204,1,1158339_1604221110004170720456.jpg,Chưa có nội dung !,2022-12-24 03:40:57,NULL
288,16,apr-26-edited-grand-tourane-room-1,1,apr-26-edited-grand-tourane-room-194.jpg,Chưa có nội dung !,2022-12-24 03:40:57,NULL
289,16,dsc00808-edit,1,dsc00808-edit26.jpg,Chưa có nội dung !,2022-12-24 03:40:57,NULL
290,16,dsc01906-fix,1,dsc01906-fix76.jfif,Chưa có nội dung !,2022-12-24 03:40:57,NULL
291,16,dsc02322,1,dsc0232285.jfif,Chưa có nội dung !,2022-12-24 03:40:57,NULL
292,16,grandspa-7,1,grandspa-750.jpg,Chưa có nội dung !,2022-12-24 03:40:57,NULL
293,16,jun20---grand-tourane---edit-beach-2,1,jun20---grand-tourane---edit-beach-226.jpg,Chưa có nội dung !,2022-12-24 03:40:57,NULL
294,16,kfh1534936468_khach_san_grand_tourane,1,kfh1534936468_khach_san_grand_tourane9.jpg,Chưa có nội dung !,2022-12-24 03:40:57,NULL
295,16,y751534936469_khach_san_grand_tourane,1,y751534936469_khach_san_grand_tourane92.jpg,Chưa có nội dung !,2022-12-24 03:40:57,NULL
296,16,2,2,238.mp4,Chưa có nội dung !,2022-12-24 03:41:19,NULL
297,15,2,2,236.mp4,Chưa có nội dung !,2022-12-24 03:41:52,NULL
298,15,4TeHzNe-SUu9n3qYO900Sw-26,1,4TeHzNe-SUu9n3qYO900Sw-2632.jpeg,Chưa có nội dung !,2022-12-24 03:42:31,NULL
299,15,7r71534936465_khach_san_grand_tourane,1,7r71534936465_khach_san_grand_tourane73.jpg,Chưa có nội dung !,2022-12-24 03:42:31,NULL
300,15,1158339_16042211100041707204,1,1158339_1604221110004170720434.jpg,Chưa có nội dung !,2022-12-24 03:42:31,NULL
301,15,apr-26-edited-grand-tourane-room-1,1,apr-26-edited-grand-tourane-room-129.jpg,Chưa có nội dung !,2022-12-24 03:42:31,NULL
302,15,dsc00808-edit,1,dsc00808-edit5.jpg,Chưa có nội dung !,2022-12-24 03:42:31,NULL
303,15,dsc01906-fix,1,dsc01906-fix0.jfif,Chưa có nội dung !,2022-12-24 03:42:31,NULL
304,15,dsc02322,1,dsc0232221.jfif,Chưa có nội dung !,2022-12-24 03:42:31,NULL
305,15,grandspa-7,1,grandspa-758.jpg,Chưa có nội dung !,2022-12-24 03:42:31,NULL
306,15,jun20---grand-tourane---edit-beach-2,1,jun20---grand-tourane---edit-beach-255.jpg,Chưa có nội dung !,2022-12-24 03:42:31,NULL
307,15,kfh1534936468_khach_san_grand_tourane,1,kfh1534936468_khach_san_grand_tourane39.jpg,Chưa có nội dung !,2022-12-24 03:42:31,NULL
308,15,y751534936469_khach_san_grand_tourane,1,y751534936469_khach_san_grand_tourane63.jpg,Chưa có nội dung !,2022-12-24 03:42:31,NULL
309,11,2,2,214.mp4,Chưa có nội dung !,2022-12-24 03:44:25,NULL
310,11,139587411,1,13958741128.jpg,Chưa có nội dung !,2022-12-24 03:44:42,NULL
311,11,139590744,1,13959074454.jpg,Chưa có nội dung !,2022-12-24 03:44:42,NULL
312,11,139590752-1,1,139590752-124.jpg,Chưa có nội dung !,2022-12-24 03:44:42,NULL
313,11,139590793,1,13959079372.jpg,Chưa có nội dung !,2022-12-24 03:44:42,NULL
314,11,139591409,1,13959140946.jpg,Chưa có nội dung !,2022-12-24 03:44:42,NULL
315,11,139591411,1,13959141123.jpg,Chưa có nội dung !,2022-12-24 03:44:42,NULL
316,11,159472672,1,15947267264.jpg,Chưa có nội dung !,2022-12-24 03:44:42,NULL
317,11,159472678 (1),1,159472678 (1)90.jpg,Chưa có nội dung !,2022-12-24 03:44:42,NULL
318,11,159472678,1,15947267824.jpg,Chưa có nội dung !,2022-12-24 03:44:42,NULL
319,11,226582810,1,22658281058.jpg,Chưa có nội dung !,2022-12-24 03:44:42,NULL
320,10,0,2,020.mp4,Chưa có nội dung !,2022-12-24 03:45:48,NULL
321,10,c20a9590,1,c20a959031.jfif,Chưa có nội dung !,2022-12-24 03:46:10,NULL
322,10,chi07885,1,chi0788583.png,Chưa có nội dung !,2022-12-24 03:46:10,NULL
323,10,chi07917-edit,1,chi07917-edit59.png,Chưa có nội dung !,2022-12-24 03:46:10,NULL
324,10,chi07967-edit,1,chi07967-edit80.png,Chưa có nội dung !,2022-12-24 03:46:10,NULL
325,10,chi08105-edit,1,chi08105-edit16.png,Chưa có nội dung !,2022-12-24 03:46:10,NULL
326,10,chi08155-edit,1,chi08155-edit23.png,Chưa có nội dung !,2022-12-24 03:46:10,NULL
327,10,edhuQe02TVeWipcX8I9W1w-296,1,edhuQe02TVeWipcX8I9W1w-2967.jpeg,Chưa có nội dung !,2022-12-24 03:46:10,NULL
328,10,jfMvp-RiTXqg3zoAqwsOmw-302,1,jfMvp-RiTXqg3zoAqwsOmw-30229.jpeg,Chưa có nội dung !,2022-12-24 03:46:10,NULL
329,10,k_AXtJzJQQOzb-SECGNXiA-288,1,k_AXtJzJQQOzb-SECGNXiA-28826.jpeg,Chưa có nội dung !,2022-12-24 03:46:10,NULL
330,10,KsTI9yQlRpifWwgEeiTn7A-0,1,KsTI9yQlRpifWwgEeiTn7A-050.jpeg,Chưa có nội dung !,2022-12-24 03:46:10,NULL
