order_id,start_day,end_day,orderer_id,payment_id,order_status,order_code,coupon_name_code,coupon_sale_price,total_price,created_at,updated_at,deleted_at,order_type,restaurant_id
81,2024-10-29 15:00:00.000,NULL,84,87,0,MYHOTEL20241028162815,NULL,NULL,235000,2024-10-28 16:28:15,2024-10-30 15:11:36,NULL,1,4
82,2024-10-29 15:00:00.000,NULL,85,88,0,MYHOTEL20241028162834,NULL,NULL,235000,2024-10-28 16:28:35,2024-10-30 15:11:38,NULL,1,4
83,2024-10-29 15:00:00.000,NULL,86,89,-2,MYHOTEL20241028162929,NULL,NULL,235000,2024-10-28 16:29:29,2024-11-13 00:40:22,NULL,1,4
84,2024-10-29 15:00:00.000,NULL,87,90,1,MYHOTEL20241028163031,NULL,NULL,235000,2024-10-28 16:30:31,2024-11-05 17:01:37,NULL,1,4
85,2024-10-29 15:00:00.000,NULL,88,91,-2,MYHOTEL20241028163031,NULL,NULL,235000,2024-10-28 16:30:31,2024-11-12 16:09:16,NULL,1,4
86,2024-10-29 15:00:00.000,NULL,89,92,-2,MYHOTEL20241028163053,NULL,NULL,235000,2024-10-28 16:30:54,2024-10-30 16:40:12,NULL,1,4
87,2024-10-29 15:00:00.000,NULL,90,93,-2,MYHOTEL20241028163138,NULL,NULL,235000,2024-10-28 16:31:38,2024-10-30 16:39:35,NULL,1,4
88,2024-10-29 15:00:00.000,NULL,91,94,-2,MYHOTEL20241028163234,NULL,NULL,235000,2024-10-28 16:32:34,2024-10-30 16:39:12,NULL,1,4
89,2024-10-29 15:00:00.000,NULL,92,95,-2,MYHOTEL20241028163403,NULL,NULL,235000,2024-10-28 16:34:03,2024-10-30 16:36:52,NULL,1,4
90,2024-10-29 15:00:00.000,NULL,93,96,-2,MYHOTEL20241028163412,NULL,NULL,235000,2024-10-28 16:34:12,2024-10-30 16:36:05,NULL,1,4
91,2024-10-29 15:00:00.000,NULL,94,97,-2,MYHOTEL20241028163434,NULL,NULL,235000,2024-10-28 16:34:34,2024-10-30 16:33:15,NULL,1,4
92,2024-10-29 15:00:00.000,NULL,95,98,-2,MYHOTEL20241028163714,NULL,NULL,235000,2024-10-28 16:37:14,2024-10-30 16:32:38,NULL,1,4
93,2024-10-29 16:00:00.000,NULL,96,99,-2,MYHOTEL20241028175233,NULL,NULL,365000,2024-10-28 17:52:33,2024-10-30 16:28:12,NULL,1,4
94,2024-10-29 18:00:00.000,NULL,97,100,-2,MYHOTEL20241028175344,NULL,NULL,235000,2024-10-28 17:53:44,2024-10-30 16:27:55,NULL,1,4
95,07-11-2024,09-11-2024,104,107,0,MYHOTEL7770,CHAODANANG,229500,2601000,2024-11-05 16:06:27,NULL,NULL,0,NULL
96,07-11-2024,09-11-2024,105,108,0,MYHOTEL6507,CHAODANANG,229500,2601000,2024-11-05 16:06:40,NULL,NULL,0,NULL
97,07-11-2024,09-11-2024,106,109,0,MYHOTEL2476,CHAODANANG,229500,2601000,2024-11-05 16:07:30,NULL,NULL,0,NULL
98,2024-11-13 18:15:00.000,NULL,107,110,0,MYHOTEL20241112161402,NULL,NULL,2724000,2024-11-12 16:14:02,NULL,NULL,1,7
99,2024-11-13 18:15:00.000,NULL,108,111,0,MYHOTEL20241112161734,NULL,NULL,2724000,2024-11-12 16:17:34,NULL,NULL,1,7
100,2024-11-13 18:15:00.000,NULL,109,112,0,MYHOTEL20241112161738,NULL,NULL,2724000,2024-11-12 16:17:38,NULL,NULL,1,7
101,2024-11-13 18:15:00.000,NULL,110,113,0,MYHOTEL20241112161739,NULL,NULL,2724000,2024-11-12 16:17:39,NULL,NULL,1,7
102,2024-11-13 18:15:00.000,NULL,111,114,0,MYHOTEL20241112161740,NULL,NULL,2724000,2024-11-12 16:17:40,NULL,NULL,1,7
103,2024-11-13 18:15:00.000,NULL,112,115,0,MYHOTEL20241112161740,NULL,NULL,2724000,2024-11-12 16:17:40,NULL,NULL,1,7
104,2024-11-13 18:15:00.000,NULL,113,116,0,MYHOTEL20241112161740,NULL,NULL,2724000,2024-11-12 16:17:40,NULL,NULL,1,7
105,2024-11-13 18:15:00.000,NULL,114,117,0,MYHOTEL20241112161740,NULL,NULL,2724000,2024-11-12 16:17:40,NULL,NULL,1,7
106,2024-11-13 18:15:00.000,NULL,115,118,0,MYHOTEL20241112161740,NULL,NULL,2724000,2024-11-12 16:17:40,NULL,NULL,1,7
107,2024-11-13 18:15:00.000,NULL,116,119,0,MYHOTEL20241112161740,NULL,NULL,2724000,2024-11-12 16:17:41,NULL,NULL,1,7
108,2024-11-13 16:15:00.000,NULL,117,120,0,MYHOTEL20241112162504,NULL,NULL,908000,2024-11-12 16:25:04,NULL,NULL,1,7
109,2024-10-29 17:15:00.000,NULL,118,121,0,MYHOTEL20241112162546,NULL,NULL,235000,2024-11-12 16:25:46,NULL,NULL,1,4
110,2024-11-24 17:15:00.000,NULL,119,122,0,MYHOTEL20241112162937,NULL,NULL,908000,2024-11-12 16:29:37,NULL,NULL,1,7
111,2024-11-14 19:00:00.000,NULL,123,126,0,MYHOTEL20241112164721,NULL,NULL,1816000,2024-11-12 16:47:21,NULL,NULL,1,7
112,2024-11-24 17:15:00.000,NULL,124,127,0,MYHOTEL20241112164730,NULL,NULL,908000,2024-11-12 16:47:30,NULL,NULL,1,7
113,15-11-2024,16-11-2024,125,128,-2,MYHOTEL8600,SEPNGUYEN,497336,3055064,2024-11-12 16:50:59,2024-11-13 00:41:01,NULL,0,NULL
114,13-11-2024,15-11-2024,126,129,0,MYHOTEL9028,HELLOVKU,495900,2114100,2024-11-12 17:27:02,NULL,NULL,0,NULL
115,19-11-2024,20-11-2024,127,130,-2,MYHOTEL2877,HELLOVKU,247950,1057050,2024-11-12 17:28:31,2024-11-12 23:58:39,NULL,0,NULL
116,19-11-2024,20-11-2024,128,131,-2,MYHOTEL4520,HELLOVKU,247950,1057050,2024-11-12 17:29:15,2024-11-12 23:57:58,NULL,0,NULL
117,07-11-2024,09-11-2024,129,132,0,MYHOTEL7770,CHAODANANG,229500,2601000,2024-11-12 17:31:36,2024-11-13 00:35:03,NULL,0,21
118,19-11-2024,20-11-2024,130,133,-2,MYHOTEL9454,HELLOVKU,247950,1057050,2024-11-12 17:33:17,2024-11-13 00:35:02,NULL,0,21
119,21-11-2024,22-11-2024,131,134,0,MYHOTEL9331,SEPNGUYEN,214200,1484100,2024-11-13 00:52:18,NULL,NULL,0,NULL
120,15-11-2024,17-11-2024,132,135,0,MYHOTEL2397,CHAODANANG,403920,4084080,2024-11-14 17:41:24,NULL,NULL,0,NULL
121,15-11-2024,17-11-2024,133,136,0,MYHOTEL3769,CHAODANANG,352440,3563560,2024-11-14 17:42:50,NULL,NULL,0,NULL
122,15-11-2024,17-11-2024,134,137,0,MYHOTEL2319,Không có,0,2830500,2024-11-14 18:21:55,NULL,NULL,0,NULL
123,18-11-2024,20-11-2024,135,138,2,MYHOTEL3100,CHAODANANG,145799.8542,1652398,2024-11-15 04:25:43,NULL,NULL,0,NULL
200,07-08-2024,09-08-2024,200,200,2,MYHOTEL1621,CHAODANANG,432000,4368000,2024-08-06 17:00:00,NULL,NULL,0,NULL
201,06-08-2024,10-08-2024,201,201,2,MYHOTEL9921,NULL,NULL,8900000,2024-08-05 17:00:00,NULL,NULL,0,NULL
202,23-10-2024,24-10-2024,202,202,2,MYHOTEL7627,NULL,NULL,1600000,2024-10-22 17:00:00,NULL,NULL,0,NULL
203,22-10-2024,26-10-2024,203,203,2,MYHOTEL4203,NULL,NULL,6150000,2024-10-21 17:00:00,NULL,NULL,0,NULL
204,19-08-2024,21-08-2024,204,204,2,MYHOTEL9634,CHAODANANG,261000,2639000,2024-08-18 17:00:00,NULL,NULL,0,NULL
205,06-04-2024,10-04-2024,205,205,2,MYHOTEL3617,NULL,NULL,6962000,2024-04-05 17:00:00,NULL,NULL,0,NULL
206,31-10-2024,05-11-2024,206,206,2,MYHOTEL9636,CHAODANANG,688500,6961500,2024-10-30 17:00:00,NULL,NULL,0,NULL
207,19-09-2024,21-09-2024,207,207,2,MYHOTEL1531,NULL,NULL,7050000,2024-09-18 17:00:00,NULL,NULL,0,NULL
208,11-03-2024,13-03-2024,208,208,2,MYHOTEL5045,NULL,NULL,4700000,2024-03-10 17:00:00,NULL,NULL,0,NULL
209,02-07-2024,03-07-2024,209,209,-2,MYHOTEL7938,NULL,NULL,3650000,2024-07-01 17:00:00,NULL,NULL,0,NULL
210,29-07-2024,31-07-2024,210,210,2,MYHOTEL3700,CHAODANANG,486000,4914000,2024-07-28 17:00:00,NULL,NULL,0,NULL
211,05-03-2024,07-03-2024,211,211,1,MYHOTEL3620,CHAODANANG,279000,2821000,2024-03-04 17:00:00,NULL,NULL,0,NULL
212,19-02-2024,23-02-2024,212,212,2,MYHOTEL6537,SEPNGUYEN,854000,5246000,2024-02-18 17:00:00,NULL,NULL,0,NULL
213,26-04-2024,01-05-2024,213,213,2,MYHOTEL7913,NULL,NULL,7850000,2024-04-25 17:00:00,NULL,NULL,0,NULL
214,03-02-2024,07-02-2024,214,214,-2,MYHOTEL9583,CHAODANANG,558000,5642000,2024-02-02 17:00:00,NULL,NULL,0,NULL
215,15-05-2024,19-05-2024,215,215,2,MYHOTEL6829,CHAODANANG,558000,5642000,2024-05-14 17:00:00,NULL,NULL,0,NULL
216,01-11-2024,04-11-2024,216,216,2,MYHOTEL8126,SEPNGUYEN,735000,4515000,2024-10-31 17:00:00,NULL,NULL,0,NULL
217,25-07-2024,27-07-2024,217,217,2,MYHOTEL7061,SEPNGUYEN,672000,4128000,2024-07-24 17:00:00,NULL,NULL,0,NULL
218,03-04-2024,06-04-2024,218,218,2,MYHOTEL8821,HELLOVKU,1339500,5710500,2024-04-02 17:00:00,NULL,NULL,0,NULL
219,23-03-2024,25-03-2024,219,219,1,MYHOTEL5593,HELLOVKU,494000,2106000,2024-03-22 17:00:00,NULL,NULL,0,NULL
220,19-05-2024,23-05-2024,220,220,2,MYHOTEL1222,SEPNGUYEN,974680,5987320,2024-05-18 17:00:00,NULL,NULL,0,NULL
221,06-04-2024,10-04-2024,221,221,2,MYHOTEL1795,CHAODANANG,801000,8099000,2024-04-05 17:00:00,NULL,NULL,0,NULL
222,21-01-2024,24-01-2024,222,222,1,MYHOTEL4356,SEPNGUYEN,609000,3741000,2024-01-20 17:00:00,NULL,NULL,0,NULL
223,28-04-2024,30-04-2024,223,223,1,MYHOTEL7342,NULL,NULL,5400000,2024-04-27 17:00:00,NULL,NULL,0,NULL
224,22-05-2024,27-05-2024,224,224,2,MYHOTEL3528,HELLOVKU,1453500,6196500,2024-05-21 17:00:00,NULL,NULL,0,NULL
225,28-10-2024,02-11-2024,225,225,2,MYHOTEL6339,HELLOVKU,3249000,13851000,2024-10-27 17:00:00,NULL,NULL,0,NULL
226,26-01-2024,27-01-2024,226,226,1,MYHOTEL5599,SEPNGUYEN,336000,2064000,2024-01-25 17:00:00,NULL,NULL,0,NULL
227,06-02-2024,09-02-2024,227,227,1,MYHOTEL6942,HELLOVKU,874000,3726000,2024-02-05 17:00:00,NULL,NULL,0,NULL
228,20-10-2024,22-10-2024,228,228,2,MYHOTEL2887,HELLOVKU,684000,2916000,2024-10-19 17:00:00,NULL,NULL,0,NULL
229,16-08-2024,19-08-2024,229,229,2,MYHOTEL5218,HELLOVKU,712500,3037500,2024-08-15 17:00:00,NULL,NULL,0,NULL
230,24-08-2024,27-08-2024,230,230,2,MYHOTEL4185,NULL,NULL,3800000,2024-08-23 17:00:00,NULL,NULL,0,NULL
231,14-05-2024,18-05-2024,231,231,2,MYHOTEL1766,NULL,NULL,6270000,2024-05-13 17:00:00,NULL,NULL,0,NULL
232,27-08-2024,29-08-2024,232,232,0,MYHOTEL1060,NULL,NULL,3150000,2024-08-26 17:00:00,NULL,NULL,0,NULL
233,19-05-2024,23-05-2024,233,233,1,MYHOTEL5598,SEPNGUYEN,1946000,11954000,2024-05-18 17:00:00,NULL,NULL,0,NULL
234,08-07-2024,13-07-2024,234,234,0,MYHOTEL4495,CHAODANANG,706500,7143500,2024-07-07 17:00:00,NULL,NULL,0,NULL
235,29-07-2024,02-08-2024,235,235,2,MYHOTEL3053,CHAODANANG,846000,8554000,2024-07-28 17:00:00,NULL,NULL,0,NULL
236,12-09-2024,16-09-2024,236,236,2,MYHOTEL3128,CHAODANANG,1269000,12831000,2024-09-11 17:00:00,NULL,NULL,0,NULL
237,21-02-2024,23-02-2024,237,237,2,MYHOTEL8853,CHAODANANG,405000,4095000,2024-02-20 17:00:00,NULL,NULL,0,NULL
238,23-02-2024,28-02-2024,238,238,2,MYHOTEL4084,HELLOVKU,1655850,7059150,2024-02-22 17:00:00,NULL,NULL,0,NULL
239,17-11-2024,20-11-2024,239,239,1,MYHOTEL6976,HELLOVKU,997500,4252500,2024-11-16 17:00:00,NULL,NULL,0,NULL
240,07-02-2024,10-02-2024,240,240,2,MYHOTEL3095,HELLOVKU,1349000,5751000,2024-02-06 17:00:00,NULL,NULL,0,NULL
241,04-06-2024,05-06-2024,241,241,-2,MYHOTEL3046,SEPNGUYEN,259000,1591000,2024-06-03 17:00:00,NULL,NULL,0,NULL
242,28-08-2024,29-08-2024,242,242,2,MYHOTEL4785,SEPNGUYEN,224000,1376000,2024-08-27 17:00:00,NULL,NULL,0,NULL
243,28-01-2024,31-01-2024,243,243,2,MYHOTEL6352,SEPNGUYEN,1134000,6966000,2024-01-27 17:00:00,NULL,NULL,0,NULL
244,24-04-2024,28-04-2024,244,244,2,MYHOTEL5686,HELLOVKU,2612500,11137500,2024-04-23 17:00:00,NULL,NULL,0,NULL
245,07-10-2024,09-10-2024,245,245,2,MYHOTEL4004,HELLOVKU,1026000,4374000,2024-10-06 17:00:00,NULL,NULL,0,NULL
246,06-09-2024,10-09-2024,246,246,1,MYHOTEL8070,SEPNGUYEN,1918000,11782000,2024-09-05 17:00:00,NULL,NULL,0,NULL
247,16-02-2024,17-02-2024,247,247,2,MYHOTEL5523,CHAODANANG,315000,3185000,2024-02-15 17:00:00,NULL,NULL,0,NULL
248,08-04-2024,09-04-2024,248,248,2,MYHOTEL2451,NULL,NULL,2450000,2024-04-07 17:00:00,NULL,NULL,0,NULL
249,19-05-2024,24-05-2024,249,249,1,MYHOTEL1762,HELLOVKU,1330000,5670000,2024-05-18 17:00:00,NULL,NULL,0,NULL
250,13-10-2024,16-10-2024,250,250,2,MYHOTEL7521,CHAODANANG,468000,4732000,2024-10-12 17:00:00,NULL,NULL,0,NULL
251,09-03-2024,14-03-2024,251,251,2,MYHOTEL2313,CHAODANANG,684000,6916000,2024-03-08 17:00:00,NULL,NULL,0,NULL
252,09-09-2024,10-09-2024,252,252,0,MYHOTEL4177,CHAODANANG,394200,3985800,2024-09-08 17:00:00,NULL,NULL,0,NULL
253,06-10-2024,07-10-2024,253,253,2,MYHOTEL8043,HELLOVKU,256500,1093500,2024-10-05 17:00:00,NULL,NULL,0,NULL
254,01-06-2024,05-06-2024,254,254,2,MYHOTEL1147,CHAODANANG,621000,6279000,2024-05-31 17:00:00,NULL,NULL,0,NULL
255,02-01-2024,04-01-2024,255,255,2,MYHOTEL6414,CHAODANANG,320040,3235960,2024-01-01 17:00:00,NULL,NULL,0,NULL
256,26-01-2024,31-01-2024,256,256,1,MYHOTEL8428,CHAODANANG,1584000,16016000,2024-01-25 17:00:00,NULL,NULL,0,NULL
257,21-03-2024,26-03-2024,257,257,2,MYHOTEL2735,CHAODANANG,779850,7885150,2024-03-20 17:00:00,NULL,NULL,0,NULL
258,25-02-2024,28-02-2024,258,258,1,MYHOTEL9054,CHAODANANG,1269000,12831000,2024-02-24 17:00:00,NULL,NULL,0,NULL
259,06-10-2024,09-10-2024,259,259,2,MYHOTEL5219,SEPNGUYEN,728000,4472000,2024-10-05 17:00:00,NULL,NULL,0,NULL
260,05-09-2024,08-09-2024,260,260,2,MYHOTEL5040,SEPNGUYEN,728000,4472000,2024-09-04 17:00:00,NULL,NULL,0,NULL
261,08-04-2024,13-04-2024,261,261,2,MYHOTEL2436,NULL,NULL,11150000,2024-04-07 17:00:00,NULL,NULL,0,NULL
262,22-08-2024,24-08-2024,262,262,2,MYHOTEL5269,SEPNGUYEN,1316000,8084000,2024-08-21 17:00:00,NULL,NULL,0,NULL
263,02-02-2024,06-02-2024,263,263,2,MYHOTEL2061,NULL,NULL,4900000,2024-02-01 17:00:00,NULL,NULL,0,NULL
264,03-08-2024,07-08-2024,264,264,2,MYHOTEL4183,HELLOVKU,950000,4050000,2024-08-02 17:00:00,NULL,NULL,0,NULL
265,03-08-2024,04-08-2024,265,265,2,MYHOTEL1080,CHAODANANG,162270,1640730,2024-08-02 17:00:00,NULL,NULL,0,NULL
266,06-04-2024,07-04-2024,266,266,2,MYHOTEL9818,HELLOVKU,342000,1458000,2024-04-05 17:00:00,NULL,NULL,0,NULL
267,17-01-2024,20-01-2024,267,267,2,MYHOTEL2303,NULL,NULL,13040000,2024-01-16 17:00:00,NULL,NULL,0,NULL
268,06-01-2024,10-01-2024,268,268,2,MYHOTEL9884,CHAODANANG,1237500,12512500,2024-01-05 17:00:00,NULL,NULL,0,NULL
269,30-04-2024,04-05-2024,269,269,2,MYHOTEL7386,NULL,NULL,6900000,2024-04-29 17:00:00,NULL,NULL,0,NULL
270,19-03-2024,21-03-2024,270,270,2,MYHOTEL6661,CHAODANANG,625500,6324500,2024-03-18 17:00:00,NULL,NULL,0,NULL
271,24-07-2024,26-07-2024,271,271,2,MYHOTEL3807,SEPNGUYEN,393578.08,2417693,2024-07-23 17:00:00,NULL,NULL,0,NULL
272,27-08-2024,01-09-2024,272,272,2,MYHOTEL9882,HELLOVKU,1330000,5670000,2024-08-26 17:00:00,NULL,NULL,0,NULL
273,31-03-2024,02-04-2024,273,273,-2,MYHOTEL2996,NULL,NULL,8760000,2024-03-30 17:00:00,NULL,NULL,0,NULL
274,19-03-2024,23-03-2024,274,274,2,MYHOTEL5418,CHAODANANG,1692000,17108000,2024-03-18 17:00:00,NULL,NULL,0,NULL
275,14-08-2024,18-08-2024,275,275,2,MYHOTEL8878,HELLOVKU,1064000,4536000,2024-08-13 17:00:00,NULL,NULL,0,NULL
276,26-05-2024,27-05-2024,276,276,2,MYHOTEL6435,NULL,NULL,2350000,2024-05-25 17:00:00,NULL,NULL,0,NULL
277,01-05-2024,04-05-2024,277,277,2,MYHOTEL7183,SEPNGUYEN,1449000,8901000,2024-04-30 17:00:00,NULL,NULL,0,NULL
278,06-05-2024,08-05-2024,278,278,2,MYHOTEL5435,SEPNGUYEN,980000,6020000,2024-05-05 17:00:00,NULL,NULL,0,NULL
279,25-01-2024,29-01-2024,279,279,2,MYHOTEL6831,SEPNGUYEN,1512000,9288000,2024-01-24 17:00:00,NULL,NULL,0,NULL
280,21-07-2024,23-07-2024,280,280,1,MYHOTEL7381,SEPNGUYEN,490000,3010000,2024-07-20 17:00:00,NULL,NULL,0,NULL
281,07-09-2024,11-09-2024,281,281,2,MYHOTEL4240,CHAODANANG,625500,6324500,2024-09-06 17:00:00,NULL,NULL,0,NULL
282,22-10-2024,25-10-2024,282,282,2,MYHOTEL4710,SEPNGUYEN,1974000,12126000,2024-10-21 17:00:00,NULL,NULL,0,NULL
283,16-02-2024,17-02-2024,283,283,2,MYHOTEL1051,HELLOVKU,266000,1134000,2024-02-15 17:00:00,NULL,NULL,0,NULL
284,29-10-2024,03-11-2024,284,284,2,MYHOTEL9646,CHAODANANG,1215000,12285000,2024-10-28 17:00:00,NULL,NULL,0,NULL
285,05-06-2024,09-06-2024,285,285,2,MYHOTEL5891,CHAODANANG,810000,8190000,2024-06-04 17:00:00,NULL,NULL,0,NULL
286,01-10-2024,04-10-2024,286,286,1,MYHOTEL2483,HELLOVKU,1539000,6561000,2024-09-30 17:00:00,NULL,NULL,0,NULL
287,15-03-2024,16-03-2024,287,287,2,MYHOTEL8163,CHAODANANG,117000,1183000,2024-03-14 17:00:00,NULL,NULL,0,NULL
288,10-10-2024,15-10-2024,288,288,2,MYHOTEL3885,SEPNGUYEN,1001000,6149000,2024-10-09 17:00:00,NULL,NULL,0,NULL
289,24-05-2024,25-05-2024,289,289,2,MYHOTEL6507,CHAODANANG,144000,1456000,2024-05-23 17:00:00,NULL,NULL,0,NULL
290,21-10-2024,25-10-2024,290,290,2,MYHOTEL8754,HELLOVKU,3572000,15228000,2024-10-20 17:00:00,NULL,NULL,0,NULL
291,20-07-2024,23-07-2024,291,291,2,MYHOTEL9657,CHAODANANG,391500,3958500,2024-07-19 17:00:00,NULL,NULL,0,NULL
292,07-09-2024,12-09-2024,292,292,2,MYHOTEL5151,HELLOVKU,2565000,10935000,2024-09-06 17:00:00,NULL,NULL,0,NULL
293,23-05-2024,28-05-2024,293,293,1,MYHOTEL4760,SEPNGUYEN,1218000,7482000,2024-05-22 17:00:00,NULL,NULL,0,NULL
294,21-07-2024,22-07-2024,294,294,2,MYHOTEL6743,CHAODANANG,319500,3230500,2024-07-20 17:00:00,NULL,NULL,0,NULL
295,13-02-2024,18-02-2024,295,295,1,MYHOTEL9097,CHAODANANG,778500,7871500,2024-02-12 17:00:00,NULL,NULL,0,NULL
296,06-04-2024,07-04-2024,296,296,2,MYHOTEL8704,HELLOVKU,266000,1134000,2024-04-05 17:00:00,NULL,NULL,0,NULL
297,20-09-2024,22-09-2024,297,297,1,MYHOTEL1390,HELLOVKU,684000,2916000,2024-09-19 17:00:00,NULL,NULL,0,NULL
298,11-01-2024,13-01-2024,298,298,2,MYHOTEL7304,CHAODANANG,320040,3235960,2024-01-10 17:00:00,NULL,NULL,0,NULL
299,04-05-2024,09-05-2024,299,299,2,MYHOTEL2370,HELLOVKU,1444000,6156000,2024-05-03 17:00:00,NULL,NULL,0,NULL
300,03-10-2024,06-10-2024,300,300,2,MYHOTEL7400,CHAODANANG,342000,3458000,2024-10-02 17:00:00,NULL,NULL,0,NULL
301,10-04-2024,12-04-2024,301,301,2,MYHOTEL9360,SEPNGUYEN,497000,3053000,2024-04-09 17:00:00,NULL,NULL,0,NULL
302,09-08-2024,12-08-2024,302,302,2,MYHOTEL5219,SEPNGUYEN,651000,3999000,2024-08-08 17:00:00,NULL,NULL,0,NULL
303,09-04-2024,14-04-2024,303,303,2,MYHOTEL8628,SEPNGUYEN,2464000,15136000,2024-04-08 17:00:00,NULL,NULL,0,NULL
